ID,sendTo,sentBy
561,S2,R1
590,S1,R1
612,S1,R1
649,S2,R1
649,S4,R1
830,S0,R1
830,S4,R1
842,S5,R1
501,R1,S1
501,R0,S1
502,R2,S1
502,R5,S1
505,R3,S1
505,R4,S1
507,R1,S1
507,R5,S1
508,R3,S1
508,R5,S1
512,R2,S1
512,R5,S1
513,R3,S1
521,R1,S1
521,R4,S1
523,R0,S1
523,R2,S1
523,R5,S1
525,R3,S1
529,R1,S1
529,R2,S1
529,R5,S1
534,R1,S1
534,R4,S1
537,R0,S1
543,R4,S1
546,R3,S1
546,R5,S1
547,R1,S1
547,R3,S1
547,R5,S1
548,R2,S1
548,R3,S1
548,R4,S1
551,R2,S1
551,R3,S1
555,R3,S1
555,R4,S1
556,R1,S1
558,R2,S1
559,R2,S1
559,R3,S1
566,R1,S1
566,R0,S1
566,R3,S1
570,R0,S1
570,R2,S1
571,R1,S1
573,R0,S1
573,R3,S1
578,R0,S1
578,R3,S1
578,R4,S1
586,R1,S1
586,R0,S1
586,R3,S1
587,R1,S1
587,R3,S1
589,R3,S1
589,R5,S1
596,R3,S1
596,R4,S1
600,R1,S1
600,R2,S1
600,R3,S1
600,R5,S1
601,R4,S1
602,R2,S1
602,R3,S1
602,R5,S1
607,R2,S1
607,R4,S1
607,R5,S1
608,R1,S1
608,R0,S1
608,R2,S1
608,R4,S1
610,R2,S1
610,R3,S1
614,R2,S1
614,R4,S1
614,R5,S1
623,R3,S1
625,R1,S1
625,R0,S1
625,R5,S1
634,R3,S1
634,R5,S1
635,R1,S1
635,R5,S1
636,R0,S1
636,R4,S1
637,R0,S1
637,R5,S1
644,R0,S1
644,R5,S1
647,R1,S1
647,R0,S1
648,R0,S1
648,R3,S1
657,R4,S1
663,R1,S1
663,R0,S1
667,R1,S1
667,R2,S1
667,R5,S1
669,R3,S1
669,R5,S1
675,R0,S1
675,R3,S1
675,R4,S1
677,R2,S1
686,R0,S1
686,R3,S1
693,R2,S1
693,R4,S1
693,R5,S1
696,R2,S1
696,R3,S1
696,R4,S1
697,R0,S1
698,R1,S1
698,R5,S1
699,R3,S1
699,R4,S1
699,R5,S1
706,R1,S1
706,R4,S1
706,R5,S1
707,R1,S1
707,R2,S1
707,R4,S1
709,R0,S1
709,R4,S1
709,R5,S1
711,R2,S1
711,R3,S1
713,R3,S1
714,R3,S1
714,R5,S1
717,R2,S1
717,R3,S1
717,R4,S1
718,R0,S1
718,R4,S1
718,R5,S1
721,R0,S1
725,R2,S1
725,R4,S1
726,R0,S1
726,R4,S1
728,R1,S1
728,R0,S1
728,R4,S1
731,R2,S1
731,R5,S1
733,R1,S1
733,R2,S1
733,R4,S1
738,R1,S1
738,R2,S1
738,R3,S1
740,R3,S1
740,R4,S1
743,R1,S1
743,R0,S1
743,R2,S1
744,R1,S1
744,R4,S1
744,R5,S1
746,R2,S1
746,R4,S1
746,R5,S1
751,R1,S1
751,R0,S1
751,R4,S1
752,R0,S1
752,R2,S1
752,R5,S1
756,R1,S1
756,R3,S1
760,R1,S1
760,R5,S1
766,R0,S1
766,R2,S1
766,R4,S1
766,R5,S1
767,R0,S1
767,R2,S1
771,R2,S1
772,R4,S1
772,R5,S1
773,R3,S1
774,R1,S1
774,R4,S1
774,R5,S1
776,R0,S1
776,R5,S1
778,R1,S1
778,R2,S1
778,R3,S1
781,R2,S1
781,R3,S1
785,R4,S1
785,R5,S1
790,R1,S1
790,R3,S1
790,R4,S1
791,R4,S1
791,R5,S1
792,R5,S1
799,R3,S1
799,R5,S1
805,R1,S1
805,R0,S1
805,R2,S1
807,R1,S1
807,R3,S1
813,R1,S1
813,R0,S1
813,R3,S1
813,R4,S1
