ID,sendTo,sentBy
325,S5,R4
479,S1,R4
561,S2,R4
590,S1,R4
612,S1,R4
649,S2,R4
649,S4,R4
830,S0,R4
830,S4,R4
1002,S2,R4
1002,S4,R4
1024,S0,R4
1024,S1,R4
1048,S4,R4
1147,S5,R4
1254,S2,R4
1254,S3,R4
2072,S5,R4
2307,S1,R4
2378,S1,R4
2405,S0,R4
2405,S3,R4
2617,S5,R4
2694,S2,R4
0,R0,S4
0,R5,S4
1,R0,S4
1,R1,S4
1,R2,S4
2,R0,S4
2,R1,S4
2,R2,S4
2,R5,S4
3,R0,S4
3,R4,S4
8,R0,S4
8,R2,S4
8,R3,S4
11,R0,S4
11,R2,S4
11,R3,S4
11,R5,S4
12,R1,S4
12,R2,S4
12,R5,S4
13,R3,S4
13,R5,S4
16,R4,S4
16,R5,S4
17,R0,S4
17,R1,S4
17,R2,S4
17,R3,S4
19,R2,S4
19,R3,S4
32,R0,S4
32,R1,S4
33,R1,S4
33,R3,S4
33,R4,S4
33,R5,S4
37,R2,S4
37,R5,S4
38,R1,S4
38,R2,S4
38,R5,S4
39,R3,S4
41,R2,S4
41,R4,S4
41,R5,S4
43,R2,S4
43,R4,S4
47,R0,S4
47,R4,S4
47,R5,S4
48,R2,S4
48,R4,S4
50,R0,S4
50,R3,S4
50,R5,S4
51,R0,S4
51,R2,S4
55,R1,S4
55,R4,S4
55,R5,S4
57,R1,S4
57,R2,S4
57,R4,S4
60,R1,S4
60,R4,S4
61,R0,S4
61,R3,S4
61,R5,S4
71,R1,S4
71,R2,S4
71,R4,S4
76,R3,S4
76,R5,S4
78,R0,S4
78,R4,S4
81,R3,S4
81,R5,S4
85,R0,S4
85,R1,S4
85,R5,S4
88,R0,S4
88,R3,S4
88,R5,S4
89,R0,S4
89,R4,S4
89,R5,S4
90,R0,S4
90,R3,S4
90,R5,S4
92,R1,S4
92,R2,S4
92,R3,S4
97,R0,S4
97,R1,S4
97,R3,S4
97,R4,S4
100,R0,S4
100,R4,S4
104,R1,S4
104,R5,S4
108,R0,S4
108,R3,S4
108,R5,S4
109,R2,S4
110,R1,S4
110,R2,S4
115,R3,S4
121,R0,S4
121,R2,S4
122,R1,S4
122,R5,S4
123,R0,S4
123,R1,S4
123,R2,S4
126,R1,S4
126,R2,S4
132,R0,S4
132,R1,S4
132,R4,S4
132,R5,S4
133,R1,S4
133,R5,S4
136,R0,S4
141,R3,S4
144,R4,S4
149,R0,S4
149,R3,S4
151,R1,S4
151,R3,S4
151,R5,S4
153,R1,S4
153,R4,S4
153,R5,S4
157,R0,S4
157,R1,S4
157,R3,S4
158,R1,S4
158,R2,S4
158,R3,S4
158,R5,S4
159,R1,S4
159,R4,S4
159,R5,S4
161,R1,S4
161,R3,S4
167,R0,S4
167,R1,S4
167,R2,S4
172,R1,S4
172,R2,S4
172,R3,S4
172,R4,S4
173,R1,S4
173,R2,S4
173,R4,S4
175,R3,S4
175,R4,S4
178,R2,S4
178,R4,S4
180,R1,S4
180,R2,S4
180,R3,S4
180,R4,S4
183,R3,S4
184,R0,S4
184,R2,S4
184,R4,S4
186,R2,S4
186,R3,S4
186,R5,S4
192,R2,S4
195,R4,S4
197,R0,S4
197,R3,S4
201,R0,S4
201,R3,S4
201,R4,S4
204,R0,S4
204,R3,S4
204,R5,S4
206,R1,S4
206,R4,S4
208,R1,S4
208,R2,S4
216,R0,S4
216,R4,S4
223,R2,S4
223,R3,S4
227,R1,S4
227,R3,S4
227,R4,S4
231,R3,S4
231,R5,S4
232,R0,S4
232,R1,S4
232,R3,S4
232,R4,S4
237,R2,S4
237,R4,S4
237,R5,S4
242,R4,S4
245,R3,S4
248,R0,S4
250,R0,S4
251,R1,S4
251,R2,S4
252,R2,S4
252,R3,S4
252,R4,S4
256,R0,S4
256,R1,S4
261,R3,S4
261,R4,S4
261,R5,S4
262,R0,S4
272,R0,S4
272,R1,S4
272,R5,S4
273,R0,S4
273,R1,S4
273,R3,S4
274,R3,S4
274,R5,S4
277,R1,S4
277,R3,S4
277,R5,S4
285,R3,S4
285,R4,S4
286,R1,S4
286,R5,S4
287,R4,S4
287,R5,S4
293,R4,S4
295,R1,S4
295,R4,S4
295,R5,S4
297,R1,S4
297,R4,S4
302,R2,S4
302,R5,S4
306,R1,S4
306,R3,S4
306,R4,S4
308,R2,S4
308,R4,S4
308,R5,S4
313,R1,S4
313,R2,S4
313,R3,S4
318,R0,S4
318,R1,S4
318,R2,S4
318,R3,S4
