ID,count,nodeID
1500,1,R3
1505,2,R3
1511,2,R3
1513,1,R3
1515,1,R3
1516,1,R3
1520,1,R3
1522,1,R3
1523,1,R3
1524,1,R3
1525,1,R3
1528,1,R3
1534,2,R3
1536,1,R3
1539,1,R3
1542,1,R3
1549,1,R3
1550,1,R3
1553,1,R3
1555,1,R3
1557,1,R3
1559,1,R3
1565,1,R3
1569,1,R3
1570,2,R3
1571,1,R3
1572,1,R3
1579,1,R3
1582,2,R3
1583,1,R3
1584,1,R3
1586,1,R3
1587,1,R3
1588,1,R3
1589,1,R3
1591,1,R3
1592,1,R3
1593,1,R3
1595,1,R3
1596,1,R3
1603,1,R3
1604,1,R3
1607,1,R3
1608,2,R3
1613,1,R3
1616,1,R3
1619,2,R3
1621,1,R3
1628,1,R3
1629,1,R3
1634,1,R3
1635,2,R3
1643,1,R3
1645,2,R3
1646,1,R3
1651,1,R3
1653,2,R3
1654,2,R3
1656,1,R3
1658,1,R3
1661,1,R3
1662,1,R3
1663,1,R3
1665,1,R3
1666,1,R3
1667,1,R3
1669,2,R3
1670,1,R3
1671,1,R3
1673,1,R3
1674,1,R3
1676,1,R3
1677,1,R3
1682,1,R3
1683,1,R3
1686,1,R3
1690,1,R3
1693,1,R3
1697,1,R3
1698,1,R3
1704,1,R3
1705,1,R3
1706,2,R3
1711,1,R3
1712,1,R3
1713,1,R3
1714,1,R3
1721,1,R3
1722,2,R3
1726,2,R3
1731,1,R3
1737,2,R3
1740,1,R3
1743,1,R3
1746,1,R3
1750,2,R3
1753,1,R3
1754,1,R3
1755,1,R3
1758,1,R3
1760,1,R3
1765,1,R3
1770,1,R3
1771,1,R3
1772,1,R3
1777,3,R3
1778,1,R3
1779,1,R3
1782,2,R3
1784,1,R3
1785,1,R3
1787,1,R3
1790,1,R3
1791,1,R3
1793,2,R3
1795,2,R3
1804,1,R3
1806,2,R3
1814,1,R3
1815,1,R3
1817,1,R3
1819,2,R3
1820,1,R3
1821,1,R3
1822,1,R3
1823,1,R3
1826,1,R3
1828,1,R3
1829,1,R3
1831,1,R3
1840,1,R3
1841,1,R3
1842,1,R3
1845,1,R3
1846,1,R3
1849,1,R3
1855,1,R3
1859,1,R3
1861,1,R3
1865,1,R3
1871,1,R3
1873,2,R3
1878,1,R3
1885,1,R3
1886,2,R3
1889,1,R3
1897,1,R3
1900,1,R3
1902,1,R3
1911,1,R3
1914,2,R3
1915,1,R3
1917,1,R3
1918,1,R3
1927,1,R3
1929,1,R3
1930,1,R3
1931,1,R3
1935,2,R3
1940,2,R3
1946,1,R3
1951,1,R3
1957,1,R3
1960,1,R3
1964,1,R3
1965,1,R3
1966,1,R3
1968,1,R3
1976,1,R3
1977,1,R3
1982,1,R3
1987,1,R3
1990,1,R3
1993,1,R3
1996,1,R3
1501,1,S3
1507,1,S3
1510,1,S3
1514,1,S3
1517,1,S3
1522,1,S3
1523,1,S3
1525,1,S3
1526,1,S3
1527,1,S3
1529,1,S3
1530,1,S3
1534,1,S3
1537,1,S3
1538,1,S3
1541,1,S3
1547,1,S3
1551,1,S3
1557,1,S3
1558,1,S3
1559,1,S3
1561,1,S3
1562,1,S3
1566,1,S3
1568,1,S3
1570,1,S3
1575,1,S3
1578,2,S3
1580,1,S3
1584,1,S3
1586,1,S3
1591,1,S3
1592,1,S3
1598,1,S3
1602,1,S3
1603,1,S3
1612,1,S3
1616,1,S3
1619,1,S3
1621,1,S3
1624,1,S3
1628,1,S3
1630,1,S3
1635,2,S3
1640,2,S3
1644,1,S3
1646,1,S3
1648,1,S3
1653,1,S3
1657,1,S3
1659,1,S3
1660,1,S3
1661,1,S3
1665,2,S3
1666,1,S3
1668,1,S3
1669,1,S3
1670,2,S3
1674,1,S3
1680,1,S3
1683,1,S3
1699,1,S3
1700,1,S3
1701,1,S3
1705,1,S3
1711,1,S3
1712,1,S3
1713,1,S3
1714,1,S3
1715,1,S3
1719,1,S3
1722,1,S3
1723,1,S3
1727,2,S3
1730,1,S3
1735,1,S3
1736,1,S3
1740,1,S3
1743,1,S3
1746,1,S3
1748,1,S3
1749,1,S3
1753,1,S3
1756,1,S3
1762,1,S3
1764,1,S3
1766,2,S3
1770,3,S3
1772,1,S3
1773,1,S3
1774,1,S3
1777,1,S3
1778,2,S3
1783,3,S3
1784,1,S3
1788,2,S3
1790,1,S3
1794,1,S3
1795,1,S3
1805,1,S3
1806,1,S3
1811,1,S3
1813,1,S3
1816,1,S3
1820,1,S3
1821,1,S3
1823,1,S3
1826,1,S3
1828,3,S3
1832,1,S3
1836,2,S3
1837,1,S3
1841,1,S3
1842,1,S3
1843,1,S3
1849,2,S3
1852,1,S3
1857,1,S3
1859,1,S3
1860,1,S3
1862,3,S3
1867,1,S3
1868,1,S3
1869,1,S3
1875,1,S3
1878,2,S3
1880,1,S3
1881,1,S3
1885,1,S3
1886,1,S3
1891,1,S3
1894,1,S3
1895,1,S3
1896,1,S3
1898,1,S3
1900,1,S3
1902,2,S3
1904,2,S3
1905,1,S3
1908,1,S3
1911,1,S3
1915,1,S3
1916,1,S3
1917,1,S3
1922,1,S3
1923,1,S3
1925,1,S3
1927,2,S3
1929,1,S3
1936,1,S3
1943,1,S3
1945,1,S3
1949,1,S3
1950,1,S3
1951,2,S3
1953,1,S3
1954,2,S3
1960,1,S3
1964,1,S3
1965,1,S3
1968,1,S3
1969,1,S3
1972,1,S3
1975,1,S3
1978,1,S3
1979,1,S3
1981,1,S3
1982,2,S3
1983,1,S3
1985,2,S3
1988,1,S3
1989,1,S3
1993,1,S3
1995,1,S3
1998,1,S3
1999,1,S3
1502,1,R0
1503,1,R0
1504,2,R0
1505,1,R0
1509,1,R0
1514,1,R0
1517,1,R0
1519,1,R0
1522,1,R0
1527,1,R0
1531,1,R0
1532,1,R0
1535,2,R0
1536,1,R0
1537,1,R0
1543,1,R0
1544,1,R0
1546,1,R0
1547,2,R0
1551,1,R0
1553,1,R0
1558,2,R0
1559,2,R0
1560,1,R0
1562,3,R0
1570,1,R0
1571,2,R0
1573,1,R0
1581,1,R0
1585,1,R0
1588,1,R0
1589,1,R0
1591,1,R0
1592,1,R0
1594,1,R0
1596,1,R0
1600,1,R0
1601,1,R0
1604,1,R0
1605,1,R0
1607,1,R0
1609,1,R0
1611,1,R0
1613,2,R0
1616,1,R0
1622,1,R0
1624,1,R0
1625,2,R0
1627,1,R0
1628,1,R0
1630,1,R0
1631,1,R0
1635,1,R0
1636,1,R0
1637,1,R0
1638,2,R0
1640,1,R0
1643,2,R0
1644,1,R0
1646,1,R0
1647,1,R0
1650,1,R0
