ID,sendTo,sentBy
290,S2,R5
479,S1,R5
576,S1,R5
576,S2,R5
649,S2,R5
649,S4,R5
842,S5,R5
1002,S2,R5
1002,S4,R5
1024,S0,R5
1024,S1,R5
1048,S4,R5
1072,S3,R5
1126,S2,R5
1254,S2,R5
1254,S3,R5
1512,S5,R5
2249,S0,R5
2307,S1,R5
2405,S0,R5
2405,S3,R5
2617,S5,R5
2694,S2,R5
2701,S2,R5
2967,S2,R5
2,R0,S5
2,R1,S5
2,R2,S5
2,R5,S5
5,R0,S5
6,R2,S5
6,R3,S5
6,R5,S5
8,R0,S5
8,R2,S5
8,R3,S5
12,R1,S5
12,R2,S5
12,R5,S5
13,R3,S5
13,R5,S5
15,R0,S5
18,R1,S5
18,R5,S5
19,R2,S5
19,R3,S5
20,R4,S5
21,R1,S5
21,R3,S5
21,R4,S5
24,R0,S5
24,R1,S5
24,R4,S5
24,R5,S5
25,R2,S5
31,R0,S5
32,R0,S5
32,R1,S5
35,R0,S5
35,R1,S5
35,R5,S5
38,R1,S5
38,R2,S5
38,R5,S5
40,R0,S5
40,R3,S5
40,R5,S5
41,R2,S5
41,R4,S5
41,R5,S5
42,R1,S5
42,R5,S5
49,R4,S5
53,R0,S5
53,R1,S5
53,R2,S5
55,R1,S5
55,R4,S5
55,R5,S5
56,R2,S5
56,R4,S5
58,R1,S5
58,R3,S5
58,R5,S5
63,R1,S5
65,R0,S5
65,R3,S5
66,R1,S5
66,R3,S5
66,R4,S5
66,R5,S5
67,R2,S5
67,R5,S5
69,R0,S5
69,R3,S5
71,R1,S5
71,R2,S5
71,R4,S5
86,R0,S5
87,R5,S5
88,R0,S5
88,R3,S5
88,R5,S5
94,R0,S5
94,R2,S5
94,R3,S5
94,R4,S5
96,R2,S5
96,R3,S5
97,R0,S5
97,R1,S5
97,R3,S5
97,R4,S5
98,R0,S5
98,R3,S5
101,R2,S5
102,R1,S5
102,R2,S5
102,R3,S5
103,R5,S5
105,R3,S5
