ID,nodeID
1500,R3
1505,R3
1511,R3
1513,R3
1515,R3
1516,R3
1520,R3
1522,R3
1523,R3
1524,R3
1525,R3
1528,R3
1534,R3
1536,R3
1539,R3
1542,R3
1549,R3
1550,R3
1553,R3
1555,R3
1557,R3
1559,R3
1565,R3
1569,R3
1570,R3
1571,R3
1572,R3
1579,R3
1582,R3
1583,R3
1584,R3
1586,R3
1587,R3
1588,R3
1589,R3
1591,R3
1592,R3
1593,R3
1595,R3
1596,R3
1603,R3
1604,R3
1607,R3
1608,R3
1613,R3
1616,R3
1619,R3
1621,R3
1628,R3
1629,R3
1634,R3
1635,R3
1643,R3
1645,R3
1646,R3
1651,R3
1653,R3
1654,R3
1656,R3
1658,R3
1661,R3
1662,R3
1663,R3
1665,R3
1666,R3
1667,R3
1669,R3
1670,R3
1671,R3
1673,R3
1674,R3
1676,R3
1677,R3
1682,R3
1683,R3
1686,R3
1690,R3
1693,R3
1697,R3
1698,R3
1704,R3
1705,R3
1706,R3
1711,R3
1712,R3
1713,R3
1714,R3
1721,R3
1722,R3
1726,R3
1731,R3
1737,R3
1740,R3
1743,R3
1746,R3
1750,R3
1753,R3
1754,R3
1755,R3
1758,R3
1760,R3
1765,R3
1770,R3
1771,R3
1772,R3
1777,R3
1778,R3
1779,R3
1782,R3
1784,R3
1785,R3
1787,R3
1790,R3
1791,R3
1793,R3
1795,R3
1804,R3
1806,R3
1814,R3
1815,R3
1817,R3
1819,R3
1820,R3
1821,R3
1822,R3
1823,R3
1826,R3
1828,R3
1829,R3
1831,R3
1840,R3
1841,R3
1842,R3
1845,R3
1846,R3
1849,R3
1855,R3
1859,R3
1861,R3
1865,R3
1871,R3
1873,R3
1878,R3
1885,R3
1886,R3
1889,R3
1897,R3
1900,R3
1902,R3
1911,R3
1914,R3
1915,R3
1917,R3
1918,R3
1927,R3
1929,R3
1930,R3
1931,R3
1935,R3
1940,R3
1946,R3
1951,R3
1957,R3
1960,R3
1964,R3
1965,R3
1966,R3
1968,R3
1976,R3
1977,R3
1982,R3
1987,R3
1990,R3
1993,R3
1996,R3
1501,S3
1507,S3
1510,S3
1514,S3
1517,S3
1522,S3
1523,S3
1525,S3
1526,S3
1527,S3
1529,S3
1530,S3
1534,S3
1537,S3
1538,S3
1541,S3
1547,S3
1551,S3
1557,S3
1558,S3
1559,S3
1561,S3
1562,S3
1566,S3
1568,S3
1570,S3
1575,S3
1578,S3
1580,S3
1584,S3
1586,S3
1591,S3
1592,S3
1598,S3
1602,S3
1603,S3
1612,S3
1616,S3
1619,S3
1621,S3
1624,S3
1628,S3
1630,S3
1635,S3
1640,S3
1644,S3
1646,S3
1648,S3
1653,S3
1657,S3
1659,S3
1660,S3
1661,S3
1665,S3
1666,S3
1668,S3
1669,S3
1670,S3
1674,S3
1680,S3
1683,S3
1699,S3
1700,S3
1701,S3
1705,S3
1711,S3
1712,S3
1713,S3
1714,S3
1715,S3
1719,S3
1722,S3
1723,S3
1727,S3
1730,S3
1735,S3
1736,S3
1740,S3
1743,S3
1746,S3
1748,S3
1749,S3
1753,S3
1756,S3
1762,S3
1764,S3
1766,S3
1770,S3
1772,S3
1773,S3
1774,S3
1777,S3
1778,S3
1783,S3
1784,S3
1788,S3
1790,S3
1794,S3
1795,S3
1805,S3
1806,S3
1811,S3
1813,S3
1816,S3
1820,S3
1821,S3
1823,S3
1826,S3
1828,S3
1832,S3
1836,S3
1837,S3
1841,S3
1842,S3
1843,S3
1849,S3
1852,S3
1857,S3
1859,S3
1860,S3
1862,S3
1867,S3
1868,S3
1869,S3
1875,S3
1878,S3
1880,S3
1881,S3
1885,S3
1886,S3
1891,S3
1894,S3
1895,S3
1896,S3
1898,S3
1900,S3
1902,S3
1904,S3
1905,S3
1908,S3
1911,S3
1915,S3
1916,S3
1917,S3
1922,S3
1923,S3
1925,S3
1927,S3
1929,S3
1936,S3
1943,S3
1945,S3
1949,S3
1950,S3
1951,S3
1953,S3
1954,S3
1960,S3
1964,S3
1965,S3
1968,S3
1969,S3
1972,S3
1975,S3
1978,S3
1979,S3
1981,S3
1982,S3
1983,S3
1985,S3
1988,S3
1989,S3
1993,S3
1995,S3
1998,S3
1999,S3
1502,R0
1503,R0
1504,R0
1505,R0
1509,R0
1514,R0
1517,R0
1519,R0
1522,R0
1527,R0
1531,R0
1532,R0
1535,R0
1536,R0
1537,R0
1543,R0
1544,R0
1546,R0
1547,R0
1551,R0
1553,R0
1558,R0
1559,R0
1560,R0
1562,R0
1570,R0
1571,R0
1573,R0
1581,R0
1585,R0
1588,R0
1589,R0
1591,R0
1592,R0
1594,R0
1596,R0
1600,R0
1601,R0
1604,R0
1605,R0
1607,R0
1609,R0
1611,R0
1613,R0
1616,R0
1622,R0
1624,R0
1625,R0
1627,R0
1628,R0
1630,R0
1631,R0
1635,R0
1636,R0
1637,R0
1638,R0
1640,R0
1643,R0
1644,R0
1646,R0
1647,R0
1650,R0
1652,R0
1653,R0
1657,R0
1659,R0
1665,R0
1674,R0
1675,R0
1677,R0
1679,R0
1680,R0
1683,R0
1686,R0
1689,R0
1698,R0
1701,R0
1706,R0
1709,R0
1712,R0
1715,R0
1716,R0
1717,R0
1718,R0
1719,R0
1722,R0
1727,R0
1729,R0
1732,R0
1735,R0
1736,R0
1741,R0
1742,R0
1745,R0
1748,R0
1750,R0
1751,R0
1755,R0
1757,R0
1758,R0
1759,R0
1762,R0
1763,R0
1766,R0
1771,R0
1772,R0
1775,R0
1776,R0
1781,R0
1783,R0
1784,R0
1787,R0
1792,R0
1794,R0
1796,R0
1797,R0
1799,R0
1803,R0
1809,R0
1826,R0
1828,R0
1833,R0
1836,R0
1837,R0
1841,R0
1842,R0
1843,R0
1844,R0
1845,R0
1846,R0
1848,R0
1854,R0
1855,R0
1859,R0
1863,R0
1866,R0
1871,R0
1873,R0
1874,R0
1875,R0
1877,R0
1878,R0
1881,R0
1882,R0
