ID,payload,sendTo
0,Ann,S4
1,Marlene,S0
1,Marlene,S2
1,Marlene,S4
2,Mary,S0
2,Mary,S4
2,Mary,S5
3,Christopher,S4
5,Janet,S5
8,Kimberly,S3
8,Kimberly,S4
8,Kimberly,S5
10,"John,Lorenza",S1
10,"John,Lorenza",S2
10,"John,Lorenza",S3
11,Clarence,S0
11,Clarence,S2
11,Clarence,S3
11,Clarence,S4
15,"Rosemary,Thomas",S2
15,"Rosemary,Thomas",S5
17,Kennith,S0
17,Kennith,S1
17,Kennith,S4
22,Brandon,S0
22,Brandon,S3
24,Marjorie,S2
24,Marjorie,S3
24,Marjorie,S5
27,Rita,S0
27,Rita,S1
27,Rita,S2
29,Grace,S1
31,Sara,S5
32,"Christine,Pauline",S2
32,"Christine,Pauline",S4
32,"Christine,Pauline",S5
35,"Darryl,Barbara",S2
35,"Darryl,Barbara",S3
35,"Darryl,Barbara",S5
40,Damon,S0
40,Damon,S2
40,Damon,S3
40,Damon,S5
44,Antonette,S1
44,Antonette,S2
47,Tonya,S0
47,Tonya,S1
47,Tonya,S4
50,"Sarah,Rita",S0
50,"Sarah,Rita",S2
50,"Sarah,Rita",S3
50,"Sarah,Rita",S4
51,John,S1
51,John,S3
51,John,S4
53,John,S2
53,John,S3
53,John,S5
59,Jeanette,S0
61,Melanie,S0
61,Melanie,S4
65,"Terence,Arthur",S0
65,"Terence,Arthur",S3
65,"Terence,Arthur",S5
69,Tommy,S1
69,Tommy,S5
70,Rhonda,S3
78,Carl,S1
78,Carl,S3
78,Carl,S4
85,Michael,S0
85,Michael,S1
85,Michael,S4
86,Edith,S5
88,Mary,S2
88,Mary,S4
88,Mary,S5
89,Theodore,S1
89,Theodore,S3
89,Theodore,S4
90,Julie,S0
90,Julie,S2
90,Julie,S4
91,Christopher,S2
94,Omar,S1
94,Omar,S3
94,Omar,S5
95,Irene,S0
95,Irene,S2
97,Carrie,S1
97,Carrie,S4
97,Carrie,S5
98,"Mindy,Sandy",S0
98,"Mindy,Sandy",S3
98,"Mindy,Sandy",S5
100,James,S2
100,James,S4
108,Samuel,S2
108,Samuel,S4
108,Samuel,S5
112,Stephanie,S0
113,Heather,S0
