ID,sendTo,sentBy
2072,S5,R4
2307,S1,R4
2378,S1,R4
2405,S0,R4
2405,S3,R4
2003,R4,S4
2003,R1,S4
2003,R3,S4
2007,R0,S4
2007,R1,S4
2012,R4,S4
2012,R0,S4
2012,R2,S4
2012,R3,S4
2019,R4,S4
2020,R4,S4
2020,R3,S4
2021,R4,S4
2021,R0,S4
2021,R1,S4
2021,R3,S4
2023,R1,S4
2023,R2,S4
2023,R5,S4
2030,R5,S4
2032,R4,S4
2032,R1,S4
2032,R2,S4
2033,R4,S4
2033,R0,S4
2034,R4,S4
2034,R2,S4
2036,R0,S4
2036,R1,S4
2039,R0,S4
2039,R1,S4
2041,R4,S4
2041,R1,S4
2041,R3,S4
2043,R3,S4
2043,R5,S4
2045,R0,S4
2045,R3,S4
2045,R5,S4
2046,R4,S4
2046,R3,S4
2046,R5,S4
2047,R4,S4
2047,R0,S4
2047,R1,S4
2047,R5,S4
2053,R4,S4
2053,R1,S4
2053,R5,S4
2058,R4,S4
2058,R2,S4
2059,R0,S4
2059,R2,S4
2059,R3,S4
2062,R2,S4
2066,R4,S4
2082,R1,S4
2083,R1,S4
2083,R2,S4
2084,R4,S4
2084,R1,S4
2084,R5,S4
2085,R4,S4
2085,R0,S4
2085,R1,S4
2085,R3,S4
2088,R0,S4
2089,R2,S4
2091,R4,S4
2091,R2,S4
2095,R0,S4
2095,R1,S4
2095,R2,S4
2099,R0,S4
2099,R2,S4
2101,R1,S4
2101,R3,S4
2102,R4,S4
2102,R0,S4
2102,R3,S4
2103,R4,S4
2105,R4,S4
2105,R2,S4
2106,R0,S4
2106,R1,S4
2106,R3,S4
2106,R5,S4
2108,R0,S4
2108,R2,S4
2108,R5,S4
2111,R1,S4
2111,R2,S4
2111,R3,S4
2111,R5,S4
2112,R4,S4
2112,R2,S4
2114,R2,S4
2114,R5,S4
2115,R1,S4
2115,R2,S4
2117,R4,S4
2122,R4,S4
2122,R0,S4
2122,R2,S4
2127,R4,S4
2127,R2,S4
2128,R1,S4
2128,R3,S4
2128,R5,S4
2130,R2,S4
2130,R3,S4
2130,R5,S4
2134,R4,S4
2134,R2,S4
2134,R5,S4
2135,R0,S4
2138,R2,S4
2138,R5,S4
2144,R5,S4
2146,R4,S4
2146,R3,S4
2147,R4,S4
2147,R0,S4
2147,R2,S4
2147,R5,S4
2148,R1,S4
2148,R3,S4
2148,R5,S4
2150,R0,S4
2150,R2,S4
2150,R3,S4
2151,R1,S4
2151,R2,S4
2151,R3,S4
2152,R4,S4
2152,R1,S4
2153,R0,S4
2153,R5,S4
2155,R4,S4
2155,R0,S4
2155,R2,S4
2156,R0,S4
2156,R1,S4
2156,R5,S4
2161,R2,S4
2161,R3,S4
2161,R5,S4
2163,R0,S4
2163,R1,S4
2164,R0,S4
2165,R1,S4
2165,R2,S4
2169,R0,S4
2171,R5,S4
2177,R4,S4
2177,R1,S4
2178,R0,S4
2178,R1,S4
2178,R5,S4
2179,R4,S4
2180,R4,S4
2180,R1,S4
2180,R2,S4
2181,R4,S4
2181,R0,S4
2181,R1,S4
2182,R4,S4
2182,R2,S4
2182,R5,S4
2183,R0,S4
2183,R2,S4
2184,R0,S4
2184,R1,S4
2184,R2,S4
2185,R3,S4
2185,R5,S4
2188,R0,S4
2188,R2,S4
2205,R4,S4
2206,R4,S4
2206,R0,S4
2206,R5,S4
2207,R4,S4
2207,R0,S4
2207,R1,S4
2207,R5,S4
2213,R4,S4
2213,R2,S4
2216,R2,S4
2217,R4,S4
