ID,nodeID
2001,R4
2003,R4
2004,R4
2009,R4
2012,R4
2015,R4
2016,R4
2018,R4
2019,R4
2020,R4
2021,R4
2025,R4
2026,R4
2029,R4
2032,R4
2033,R4
2034,R4
2038,R4
2040,R4
2041,R4
2044,R4
2046,R4
2047,R4
2049,R4
2051,R4
2053,R4
2058,R4
2060,R4
2065,R4
2066,R4
2072,R4
2076,R4
2079,R4
2080,R4
2084,R4
2085,R4
2087,R4
2090,R4
2091,R4
2093,R4
2097,R4
2098,R4
2102,R4
2103,R4
2105,R4
2109,R4
2112,R4
2117,R4
2120,R4
2121,R4
2122,R4
2127,R4
2129,R4
2131,R4
2132,R4
2133,R4
2134,R4
2137,R4
2141,R4
2146,R4
2147,R4
2149,R4
2152,R4
2154,R4
2155,R4
2157,R4
2158,R4
2166,R4
2168,R4
2177,R4
2179,R4
2180,R4
2181,R4
2182,R4
2191,R4
2192,R4
2196,R4
2200,R4
2201,R4
2202,R4
2204,R4
2205,R4
2206,R4
2207,R4
2208,R4
2210,R4
2213,R4
2217,R4
2220,R4
2221,R4
2227,R4
2230,R4
2232,R4
2234,R4
2236,R4
2237,R4
2239,R4
2241,R4
2242,R4
2244,R4
2246,R4
2251,R4
2262,R4
2263,R4
2265,R4
2266,R4
2267,R4
2268,R4
2270,R4
2271,R4
2274,R4
2277,R4
2278,R4
2279,R4
2280,R4
2281,R4
2282,R4
2285,R4
2287,R4
2291,R4
2292,R4
2295,R4
2297,R4
2298,R4
2304,R4
2307,R4
2309,R4
2314,R4
2316,R4
2319,R4
2320,R4
2322,R4
2325,R4
2326,R4
2328,R4
2333,R4
2336,R4
2337,R4
2338,R4
2343,R4
2344,R4
2345,R4
2352,R4
2358,R4
2362,R4
2364,R4
2366,R4
2368,R4
2371,R4
2373,R4
2374,R4
2377,R4
2378,R4
2380,R4
2384,R4
2391,R4
2392,R4
2394,R4
2396,R4
2398,R4
2400,R4
2403,R4
2404,R4
2405,R4
2407,R4
2412,R4
2415,R4
2419,R4
2421,R4
2423,R4
2432,R4
2433,R4
2435,R4
2436,R4
2438,R4
2439,R4
2440,R4
2444,R4
2445,R4
2446,R4
2450,R4
2464,R4
2465,R4
2469,R4
2470,R4
2471,R4
2481,R4
2482,R4
2483,R4
2485,R4
2486,R4
2489,R4
2490,R4
2493,R4
2495,R4
2003,S4
2007,S4
2012,S4
2019,S4
2020,S4
2021,S4
2023,S4
2030,S4
2032,S4
2033,S4
2034,S4
2036,S4
2039,S4
2041,S4
2043,S4
2045,S4
2046,S4
2047,S4
2053,S4
2058,S4
2059,S4
2062,S4
2066,S4
2082,S4
2083,S4
2084,S4
2085,S4
2088,S4
2089,S4
2091,S4
2095,S4
2099,S4
2101,S4
2102,S4
2103,S4
2105,S4
2106,S4
2108,S4
2111,S4
2112,S4
2114,S4
2115,S4
2117,S4
2122,S4
2127,S4
2128,S4
2130,S4
2134,S4
2135,S4
2138,S4
2144,S4
2146,S4
2147,S4
2148,S4
2150,S4
2151,S4
2152,S4
2153,S4
2155,S4
2156,S4
2161,S4
2163,S4
2164,S4
2165,S4
2169,S4
2171,S4
2177,S4
2178,S4
2179,S4
2180,S4
2181,S4
2182,S4
2183,S4
2184,S4
2185,S4
2188,S4
2205,S4
2206,S4
2207,S4
2213,S4
2216,S4
2217,S4
2218,S4
2219,S4
2227,S4
2230,S4
2231,S4
2234,S4
2236,S4
2237,S4
2239,S4
2240,S4
2243,S4
2244,S4
2246,S4
2251,S4
2258,S4
2263,S4
2265,S4
2266,S4
2270,S4
2274,S4
2276,S4
2278,S4
2282,S4
2285,S4
2296,S4
2298,S4
2300,S4
2309,S4
2319,S4
2322,S4
2327,S4
2328,S4
2330,S4
2331,S4
2332,S4
2336,S4
2341,S4
2342,S4
2345,S4
2350,S4
2351,S4
2352,S4
2354,S4
2361,S4
2363,S4
2364,S4
2365,S4
2366,S4
2369,S4
2371,S4
2372,S4
2375,S4
2377,S4
2383,S4
2385,S4
2391,S4
2392,S4
2393,S4
2395,S4
2403,S4
2415,S4
2432,S4
2435,S4
2445,S4
2446,S4
2447,S4
2450,S4
2451,S4
2453,S4
2454,S4
2456,S4
2464,S4
2466,S4
2467,S4
2469,S4
2471,S4
2474,S4
2475,S4
2476,S4
2477,S4
2478,S4
2481,S4
2483,S4
2491,S4
2493,S4
2494,S4
2497,S4
2000,R0
2002,R0
2004,R0
2005,R0
2007,R0
2012,R0
2017,R0
2018,R0
2021,R0
2028,R0
2029,R0
2031,R0
2033,R0
2035,R0
2036,R0
2037,R0
2039,R0
2045,R0
2047,R0
2048,R0
2057,R0
2059,R0
2063,R0
2065,R0
2069,R0
2075,R0
2079,R0
2085,R0
2087,R0
2088,R0
2094,R0
2095,R0
2096,R0
2097,R0
2099,R0
2100,R0
2102,R0
2106,R0
2108,R0
2113,R0
2119,R0
2122,R0
2125,R0
2135,R0
2140,R0
2145,R0
2147,R0
2150,R0
2153,R0
2155,R0
2156,R0
2157,R0
2160,R0
2162,R0
2163,R0
2164,R0
2169,R0
2172,R0
2173,R0
2178,R0
2181,R0
2183,R0
2184,R0
2187,R0
2188,R0
2197,R0
2198,R0
2199,R0
2203,R0
2206,R0
2207,R0
2211,R0
2214,R0
2219,R0
2220,R0
2223,R0
2224,R0
2225,R0
2229,R0
2231,R0
2238,R0
2245,R0
2246,R0
2247,R0
2248,R0
2249,R0
2256,R0
2258,R0
2261,R0
2264,R0
2269,R0
2271,R0
2272,R0
2273,R0
2276,R0
2286,R0
2288,R0
2292,R0
2293,R0
2302,R0
2304,R0
2305,R0
2307,R0
2308,R0
2309,R0
2312,R0
2313,R0
2314,R0
2315,R0
2319,R0
2330,R0
2331,R0
2335,R0
2336,R0
2341,R0
2344,R0
2346,R0
2349,R0
2351,R0
2353,R0
2355,R0
2356,R0
2360,R0
2362,R0
2364,R0
2368,R0
2370,R0
2375,R0
2376,R0
2379,R0
2380,R0
2381,R0
2386,R0
2387,R0
2393,R0
2399,R0
2404,R0
2412,R0
2413,R0
2415,R0
2420,R0
2425,R0
2428,R0
2436,R0
2445,R0
2447,R0
2449,R0
2454,R0
2456,R0
2458,R0
2462,R0
2463,R0
2465,R0
2466,R0
2467,R0
2472,R0
2473,R0
2474,R0
2475,R0
2477,R0
2479,R0
2481,R0
2486,R0
2490,R0
2491,R0
2494,R0
2499,R0
2000,S0
2002,S0
2004,S0
2005,S0
2008,S0
2009,S0
2011,S0
2013,S0
2023,S0
2025,S0
2029,S0
2031,S0
2034,S0
2035,S0
2036,S0
2037,S0
2046,S0
2048,S0
2051,S0
2053,S0
2055,S0
2063,S0
2069,S0
2073,S0
2074,S0
2079,S0
2085,S0
2086,S0
2093,S0
2094,S0
2096,S0
2100,S0
2102,S0
2104,S0
2110,S0
2113,S0
2115,S0
2121,S0
2128,S0
2132,S0
2134,S0
2137,S0
2138,S0
2139,S0
2141,S0
2142,S0
2146,S0
2147,S0
2150,S0
2153,S0
2157,S0
2160,S0
2161,S0
2162,S0
2165,S0
2170,S0
2181,S0
2182,S0
2187,S0
2196,S0
2201,S0
2204,S0
2208,S0
2211,S0
2212,S0
2213,S0
2221,S0
2224,S0
2229,S0
2230,S0
2233,S0
2235,S0
2239,S0
2245,S0
2247,S0
2248,S0
2249,S0
2250,S0
2263,S0
2264,S0
2266,S0
2268,S0
2270,S0
2271,S0
2272,S0
2274,S0
2275,S0
2276,S0
2277,S0
2279,S0
2285,S0
2286,S0
2287,S0
2291,S0
2292,S0
2293,S0
2295,S0
2297,S0
2302,S0
2304,S0
2305,S0
2308,S0
2314,S0
2319,S0
2321,S0
2324,S0
2326,S0
2328,S0
2333,S0
2337,S0
2340,S0
2341,S0
2344,S0
2347,S0
2356,S0
2358,S0
2359,S0
2360,S0
2361,S0
2364,S0
2365,S0
2368,S0
2369,S0
2376,S0
2380,S0
2383,S0
2386,S0
2396,S0
2397,S0
2398,S0
2402,S0
2403,S0
2404,S0
2405,S0
2407,S0
2410,S0
2412,S0
2414,S0
2417,S0
2419,S0
2420,S0
2423,S0
2431,S0
2433,S0
2434,S0
2436,S0
2437,S0
2438,S0
2439,S0
2444,S0
2448,S0
2452,S0
2455,S0
2458,S0
2459,S0
2463,S0
2468,S0
2472,S0
2476,S0
2485,S0
2486,S0
2488,S0
2490,S0
2492,S0
2497,S0
2499,S0
2002,R1
2003,R1
2005,R1
2006,R1
2007,R1
2008,R1
2013,R1
2014,R1
2021,R1
2022,R1
2023,R1
2024,R1
2026,R1
2031,R1
2032,R1
2035,R1
2036,R1
2039,R1
2041,R1
2044,R1
2047,R1
2053,R1
2055,R1
2056,R1
2068,R1
2070,R1
2072,R1
2075,R1
2076,R1
2082,R1
2083,R1
2084,R1
2085,R1
2087,R1
2093,R1
2094,R1
2095,R1
2101,R1
2106,R1
2111,R1
2115,R1
2116,R1
2118,R1
2119,R1
2121,R1
2128,R1
2139,R1
2142,R1
2148,R1
2149,R1
2151,R1
2152,R1
2154,R1
2156,R1
2160,R1
2163,R1
2165,R1
2168,R1
2170,R1
2175,R1
2177,R1
2178,R1
2180,R1
2181,R1
2184,R1
2189,R1
2192,R1
2194,R1
2200,R1
2202,R1
2207,R1
2208,R1
2209,R1
2212,R1
2222,R1
2224,R1
2226,R1
2228,R1
2235,R1
2237,R1
2239,R1
2243,R1
2245,R1
2250,R1
2255,R1
2258,R1
2259,R1
2260,R1
2265,R1
2266,R1
2267,R1
2269,R1
2271,R1
2277,R1
2278,R1
2279,R1
2282,R1
2284,R1
2285,R1
2286,R1
2289,R1
2297,R1
2298,R1
2303,R1
2305,R1
2306,R1
2308,R1
2310,R1
2312,R1
2329,R1
2330,R1
2332,R1
2334,R1
2335,R1
2338,R1
2339,R1
2340,R1
2345,R1
2346,R1
2349,R1
2350,R1
2352,R1
2355,R1
2356,R1
2359,R1
2361,R1
2365,R1
2367,R1
2369,R1
2370,R1
2371,R1
2372,R1
2373,R1
2375,R1
2376,R1
2377,R1
2380,R1
2383,R1
2386,R1
2390,R1
2391,R1
2394,R1
2395,R1
2397,R1
2401,R1
2405,R1
2406,R1
2408,R1
2411,R1
2414,R1
2415,R1
2423,R1
2425,R1
2426,R1
2427,R1
2429,R1
2430,R1
2431,R1
2433,R1
2435,R1
2436,R1
2437,R1
2445,R1
2446,R1
2448,R1
2450,R1
2451,R1
2452,R1
2455,R1
2460,R1
2465,R1
2466,R1
2467,R1
2468,R1
2469,R1
2470,R1
2476,R1
2477,R1
2478,R1
2479,R1
2481,R1
