ID,nodeID
501,R1
503,R1
504,R1
507,R1
509,R1
511,R1
515,R1
521,R1
524,R1
529,R1
531,R1
533,R1
534,R1
536,R1
539,R1
542,R1
547,R1
550,R1
556,R1
561,R1
562,R1
566,R1
569,R1
571,R1
575,R1
581,R1
582,R1
584,R1
586,R1
587,R1
590,R1
600,R1
608,R1
611,R1
612,R1
613,R1
617,R1
621,R1
625,R1
627,R1
628,R1
629,R1
635,R1
640,R1
642,R1
645,R1
647,R1
649,R1
650,R1
651,R1
652,R1
658,R1
659,R1
663,R1
667,R1
670,R1
671,R1
681,R1
683,R1
690,R1
698,R1
700,R1
701,R1
702,R1
703,R1
706,R1
707,R1
710,R1
720,R1
728,R1
729,R1
732,R1
733,R1
738,R1
743,R1
744,R1
747,R1
751,R1
756,R1
757,R1
758,R1
760,R1
761,R1
762,R1
769,R1
774,R1
778,R1
780,R1
783,R1
786,R1
789,R1
790,R1
794,R1
796,R1
802,R1
805,R1
807,R1
809,R1
810,R1
813,R1
815,R1
816,R1
818,R1
820,R1
821,R1
822,R1
823,R1
830,R1
831,R1
838,R1
839,R1
840,R1
841,R1
842,R1
843,R1
846,R1
847,R1
848,R1
850,R1
851,R1
853,R1
855,R1
857,R1
863,R1
864,R1
867,R1
868,R1
871,R1
873,R1
875,R1
884,R1
887,R1
892,R1
902,R1
903,R1
910,R1
911,R1
912,R1
921,R1
922,R1
926,R1
927,R1
928,R1
932,R1
933,R1
935,R1
947,R1
948,R1
950,R1
952,R1
953,R1
958,R1
959,R1
962,R1
964,R1
966,R1
970,R1
976,R1
977,R1
978,R1
981,R1
985,R1
986,R1
990,R1
995,R1
997,R1
501,S1
502,S1
505,S1
507,S1
508,S1
512,S1
513,S1
521,S1
523,S1
525,S1
529,S1
534,S1
537,S1
543,S1
546,S1
547,S1
548,S1
551,S1
555,S1
556,S1
558,S1
559,S1
566,S1
570,S1
571,S1
573,S1
576,S1
578,S1
586,S1
587,S1
589,S1
590,S1
596,S1
600,S1
601,S1
602,S1
607,S1
608,S1
610,S1
612,S1
614,S1
623,S1
625,S1
634,S1
635,S1
636,S1
637,S1
644,S1
647,S1
648,S1
657,S1
663,S1
667,S1
669,S1
675,S1
677,S1
686,S1
693,S1
696,S1
697,S1
698,S1
699,S1
706,S1
707,S1
709,S1
711,S1
713,S1
714,S1
717,S1
718,S1
721,S1
725,S1
726,S1
728,S1
731,S1
733,S1
738,S1
740,S1
743,S1
744,S1
746,S1
751,S1
752,S1
756,S1
760,S1
766,S1
767,S1
771,S1
772,S1
773,S1
774,S1
776,S1
778,S1
781,S1
785,S1
790,S1
791,S1
792,S1
799,S1
805,S1
807,S1
813,S1
815,S1
816,S1
817,S1
818,S1
819,S1
823,S1
826,S1
831,S1
836,S1
839,S1
840,S1
844,S1
849,S1
852,S1
857,S1
859,S1
860,S1
861,S1
863,S1
864,S1
868,S1
870,S1
873,S1
878,S1
880,S1
884,S1
893,S1
900,S1
903,S1
905,S1
909,S1
911,S1
914,S1
915,S1
916,S1
917,S1
920,S1
922,S1
924,S1
925,S1
931,S1
932,S1
935,S1
939,S1
944,S1
945,S1
946,S1
950,S1
952,S1
953,S1
956,S1
964,S1
965,S1
969,S1
977,S1
978,S1
980,S1
984,S1
986,S1
990,S1
991,S1
994,S1
997,S1
501,R0
503,R0
504,R0
511,R0
523,R0
524,R0
531,R0
537,R0
540,R0
544,R0
553,R0
