table,sendTo,payload
R,0,3‖Olga
R,0,10‖Rita
R,0,16‖Wilbert
R,0,20‖Toccara
R,0,21‖William
R,0,22‖Jon
R,0,23‖Jon
R,0,24‖Crystal
R,0,28‖George
R,0,30‖Leroy
R,0,30‖Jordan
R,0,33‖Sarah
R,0,41‖Johnnie
R,0,43‖Veronica
R,0,45‖Kristina
R,0,47‖Anne
R,0,48‖Moira
R,0,49‖Ella
R,0,54‖Stevie
R,0,55‖Tianna
R,0,56‖Jane
R,0,57‖Edna
R,0,57‖Marie
R,0,60‖Lorene
R,0,66‖Arlene
R,0,68‖Leann
R,0,71‖Sheila
R,0,71‖Misty
R,0,75‖Leroy
R,0,75‖Margarita
R,0,78‖Kathleen
R,0,78‖Pamela
R,0,89‖Tara
R,0,94‖Virginia
R,0,97‖Dale
R,0,99‖Luis
R,0,100‖Pearlie
R,0,106‖Marian
R,0,111‖Gary
R,0,113‖Paul
R,0,118‖Dawn
R,0,127‖Vannesa
R,0,128‖Dina
R,0,128‖David
R,0,129‖Bill
R,0,129‖Ana
R,0,132‖Krystal
R,0,139‖Anthony
R,0,144‖Lori
R,0,144‖Everett
R,0,147‖Berenice
R,0,147‖Harry
R,0,152‖Justine
R,0,153‖Ruth
R,0,156‖Michael
R,0,159‖Edward
R,0,160‖Frederick
R,0,160‖Heather
R,0,172‖Robert
R,0,173‖Owen
R,0,175‖Johnny
R,0,178‖Linsey
R,0,180‖Paula
R,0,182‖Precious
R,0,184‖Amy
R,0,187‖Michael
R,0,188‖Eloise
R,0,190‖Kindra
R,0,191‖Valerie
R,0,195‖Michael
R,0,195‖Kari
R,0,195‖Rosa
R,0,196‖Jessie
R,0,201‖Bonnie
R,0,201‖David
R,0,206‖Raymond
R,0,207‖Matthew
R,0,211‖Cindy
R,0,211‖Kim
R,0,216‖William
R,0,218‖Linda
R,0,220‖Edward
R,0,220‖Robert
R,0,227‖Edna
R,0,227‖Elizabeth
R,0,230‖Kathy
R,0,232‖Patty
R,0,237‖Rodney
R,0,239‖Raymond
R,0,242‖Edward
R,0,243‖Robert
R,0,246‖Teresa
R,0,252‖Krystal
R,0,260‖Debra
