ID,count,sendTo,sentBy
501,1,1,R0
503,1,1,R0
504,1,1,R0
511,1,1,R0
523,1,1,R0
524,1,1,R0
531,1,1,R0
537,1,1,R0
540,1,1,R0
544,1,1,R0
553,1,1,R0
560,1,1,R0
562,1,1,R0
566,2,1,R0
570,1,1,R0
573,1,1,R0
574,2,1,R0
576,1,1,R0
578,1,1,R0
580,1,1,R0
585,1,1,R0
586,1,1,R0
592,1,1,R0
593,2,1,R0
595,1,1,R0
597,1,1,R0
599,1,1,R0
603,1,1,R0
608,1,1,R0
624,1,1,R0
625,2,1,R0
629,1,1,R0
632,1,1,R0
636,1,1,R0
637,2,1,R0
644,2,1,R0
646,1,1,R0
647,1,1,R0
648,1,1,R0
650,1,1,R0
652,1,1,R0
655,1,1,R0
662,1,1,R0
663,1,1,R0
675,1,1,R0
681,1,1,R0
686,2,1,R0
687,1,1,R0
688,1,1,R0
691,1,1,R0
697,3,1,R0
705,1,1,R0
709,2,1,R0
718,1,1,R0
721,1,1,R0
723,1,1,R0
726,2,1,R0
727,1,1,R0
728,1,1,R0
730,1,1,R0
735,1,1,R0
736,1,1,R0
737,1,1,R0
741,1,1,R0
743,1,1,R0
749,1,1,R0
751,1,1,R0
752,1,1,R0
761,1,1,R0
762,2,1,R0
766,1,1,R0
767,1,1,R0
770,1,1,R0
776,1,1,R0
783,1,1,R0
788,1,1,R0
789,1,1,R0
793,1,1,R0
794,1,1,R0
798,1,1,R0
804,1,1,R0
805,1,1,R0
812,2,1,R0
813,1,1,R0
814,1,1,R0
815,1,1,R0
821,1,1,R0
831,1,1,R0
833,1,1,R0
834,1,1,R0
836,1,1,R0
837,1,1,R0
841,1,1,R0
861,1,1,R0
862,1,1,R0
865,1,1,R0
867,1,1,R0
870,1,1,R0
871,3,1,R0
876,1,1,R0
877,1,1,R0
878,1,1,R0
879,1,1,R0
881,1,1,R0
883,1,1,R0
886,1,1,R0
889,1,1,R0
897,1,1,R0
898,2,1,R0
901,1,1,R0
904,1,1,R0
905,1,1,R0
906,1,1,R0
909,1,1,R0
910,1,1,R0
911,3,1,R0
914,1,1,R0
915,1,1,R0
916,1,1,R0
917,1,1,R0
920,3,1,R0
924,1,1,R0
925,2,1,R0
926,1,1,R0
928,1,1,R0
931,2,1,R0
934,1,1,R0
935,2,1,R0
936,1,1,R0
938,2,1,R0
940,1,1,R0
944,2,1,R0
949,1,1,R0
950,2,1,R0
953,1,1,R0
955,1,1,R0
958,2,1,R0
972,1,1,R0
973,1,1,R0
976,1,1,R0
980,1,1,R0
983,1,1,R0
984,1,1,R0
986,1,1,R0
997,1,1,R0
1000,1,2,R0
1001,1,2,R0
1002,1,2,R0
1007,1,2,R0
1009,1,2,R0
1013,1,2,R0
1014,1,2,R0
1017,1,2,R0
1018,1,2,R0
1019,1,2,R0
1021,1,2,R0
1024,1,2,R0
1025,1,2,R0
1026,1,2,R0
1028,1,2,R0
1030,1,2,R0
1031,1,2,R0
1034,2,2,R0
1035,1,2,R0
1042,1,2,R0
1043,2,2,R0
1045,1,2,R0
1049,1,2,R0
1051,1,2,R0
1052,1,2,R0
1053,1,2,R0
1055,2,2,R0
1058,1,2,R0
1060,1,2,R0
1064,1,2,R0
1067,2,2,R0
1070,1,2,R0
