table,sendTo,payload
R,3,1502‖Kimberly
R,3,1503‖Laura
R,3,1504‖Deborah
R,3,1504‖William
R,3,1505‖Kendall
R,3,1509‖Evelyn
R,3,1514‖Mary
R,3,1517‖Mark
R,3,1519‖Joseph
R,3,1522‖Alvin
R,3,1527‖Monique
R,3,1531‖Herman
R,3,1532‖Robin
R,3,1535‖Walter
R,3,1535‖Mario
R,3,1536‖Tracy
R,3,1537‖Joseph
R,3,1543‖Michael
R,3,1544‖Christopher
R,3,1546‖Jason
R,3,1547‖Erin
R,3,1547‖John
R,3,1551‖Fred
R,3,1553‖Matthew
R,3,1558‖Stacy
R,3,1558‖Adam
R,3,1559‖Raymond
R,3,1559‖Pamela
R,3,1560‖Charles
R,3,1562‖Ramiro
R,3,1562‖Ariel
R,3,1562‖Edwin
R,3,1570‖Brooke
R,3,1571‖Sally
R,3,1571‖Jerry
R,3,1573‖Steven
R,3,1581‖Jason
R,3,1585‖Stephanie
R,3,1588‖James
R,3,1589‖Crystal
R,3,1591‖Ronald
R,3,1592‖Christine
R,3,1594‖Ana
R,3,1596‖Eva
R,3,1600‖Thomas
R,3,1601‖Mark
R,3,1604‖Timothy
R,3,1605‖Jennifer
R,3,1607‖Jeffrey
R,3,1609‖Joyce
R,3,1611‖Lewis
R,3,1613‖Thomas
R,3,1613‖Gordon
R,3,1616‖Lisa
R,3,1622‖Mary
R,3,1624‖Kimberlie
R,3,1625‖Katherine
R,3,1625‖Patricia
R,3,1627‖Monika
R,3,1628‖Daniel
R,3,1630‖Ann
R,3,1631‖Kristin
R,3,1635‖Rosa
R,3,1636‖Ian
R,3,1637‖Elizabeth
R,3,1638‖Alan
R,3,1638‖Amy
R,3,1640‖Sharon
R,3,1643‖Esther
R,3,1643‖Michele
R,3,1644‖Archie
R,3,1646‖Althea
R,3,1647‖Kristen
R,3,1650‖Matthew
R,3,1652‖Edward
R,3,1653‖Janet
R,3,1657‖Nicholas
R,3,1659‖Linda
R,3,1665‖Judy
R,3,1674‖Milagros
R,3,1675‖Rose
R,3,1677‖Leah
R,3,1677‖Nancy
R,3,1679‖Jacob
R,3,1680‖Robert
R,3,1683‖Ruth
R,3,1686‖John
R,3,1689‖Jennifer
R,3,1698‖Richard
R,3,1701‖John
R,3,1706‖Maureen
R,3,1709‖James
R,3,1712‖Steve
R,3,1715‖Charlene
R,3,1716‖Andrew
R,3,1716‖Marie
R,3,1717‖Wesley
R,3,1717‖Vincent
R,3,1718‖Paul
R,3,1719‖Sarah
R,3,1722‖Lonnie
R,3,1727‖Rachel
R,3,1727‖Victoria
R,3,1729‖Josephine
R,3,1732‖Ruby
R,3,1735‖Jason
R,3,1736‖Evelyn
R,3,1741‖Joann
R,3,1742‖George
R,3,1745‖Marlon
R,3,1745‖Richard
R,3,1748‖Ethel
R,3,1750‖James
R,3,1751‖Stacey
R,3,1755‖Dorothy
R,3,1757‖Dana
R,3,1757‖Enrique
R,3,1758‖Tabitha
R,3,1759‖Robert
R,3,1762‖Lily
R,3,1763‖Rebecca
R,3,1766‖Mitchell
R,3,1771‖Pedro
R,3,1772‖Glen
R,3,1775‖Blanca
R,3,1775‖Eddie
R,3,1776‖Mikel
R,3,1781‖Marsha
R,3,1783‖Mary
R,3,1784‖Doris
R,3,1787‖Paul
R,3,1792‖David
R,3,1794‖Kurtis
R,3,1794‖Joseph
R,3,1796‖Dianne
R,3,1797‖Stuart
