ID,count,sendTo,sentBy
6,1,0,R3
8,1,0,R3
11,1,0,R3
13,1,0,R3
17,1,0,R3
19,1,0,R3
21,2,0,R3
22,1,0,R3
27,1,0,R3
33,1,0,R3
34,1,0,R3
39,1,0,R3
40,2,0,R3
50,1,0,R3
58,1,0,R3
61,1,0,R3
65,1,0,R3
66,1,0,R3
68,1,0,R3
69,1,0,R3
73,1,0,R3
76,1,0,R3
80,2,0,R3
81,1,0,R3
83,1,0,R3
88,1,0,R3
90,1,0,R3
92,1,0,R3
93,1,0,R3
94,1,0,R3
96,1,0,R3
97,1,0,R3
98,1,0,R3
102,2,0,R3
105,2,0,R3
106,1,0,R3
107,1,0,R3
108,1,0,R3
115,1,0,R3
117,1,0,R3
119,1,0,R3
129,1,0,R3
135,1,0,R3
138,1,0,R3
139,1,0,R3
140,1,0,R3
141,2,0,R3
146,1,0,R3
149,1,0,R3
151,1,0,R3
154,1,0,R3
157,2,0,R3
158,1,0,R3
161,1,0,R3
164,1,0,R3
165,1,0,R3
168,1,0,R3
169,2,0,R3
172,1,0,R3
175,1,0,R3
179,1,0,R3
180,1,0,R3
183,1,0,R3
185,1,0,R3
186,1,0,R3
190,1,0,R3
191,1,0,R3
197,1,0,R3
198,2,0,R3
199,1,0,R3
200,1,0,R3
201,1,0,R3
204,2,0,R3
213,1,0,R3
214,1,0,R3
221,2,0,R3
222,1,0,R3
223,2,0,R3
226,1,0,R3
227,1,0,R3
231,1,0,R3
232,1,0,R3
240,1,0,R3
241,2,0,R3
243,2,0,R3
245,1,0,R3
247,1,0,R3
252,1,0,R3
255,1,0,R3
260,1,0,R3
261,1,0,R3
265,2,0,R3
266,1,0,R3
270,1,0,R3
273,1,0,R3
274,2,0,R3
276,1,0,R3
277,1,0,R3
281,1,0,R3
282,1,0,R3
283,1,0,R3
284,1,0,R3
285,1,0,R3
294,1,0,R3
301,1,0,R3
304,1,0,R3
305,1,0,R3
306,1,0,R3
311,1,0,R3
313,1,0,R3
314,2,0,R3
318,1,0,R3
325,1,0,R3
326,1,0,R3
333,1,0,R3
337,1,0,R3
340,1,0,R3
341,1,0,R3
343,1,0,R3
346,1,0,R3
348,1,0,R3
349,3,0,R3
350,1,0,R3
351,2,0,R3
360,1,0,R3
363,1,0,R3
367,1,0,R3
369,2,0,R3
374,1,0,R3
376,1,0,R3
379,1,0,R3
380,1,0,R3
388,1,0,R3
389,2,0,R3
391,1,0,R3
403,1,0,R3
404,1,0,R3
408,1,0,R3
416,1,0,R3
422,3,0,R3
423,1,0,R3
425,1,0,R3
433,1,0,R3
434,1,0,R3
438,1,0,R3
439,1,0,R3
444,1,0,R3
447,1,0,R3
450,1,0,R3
452,1,0,R3
454,1,0,R3
455,1,0,R3
456,1,0,R3
461,1,0,R3
466,1,0,R3
467,1,0,R3
477,1,0,R3
479,1,0,R3
481,1,0,R3
482,1,0,R3
483,1,0,R3
485,2,0,R3
487,1,0,R3
488,1,0,R3
489,1,0,R3
491,2,0,R3
494,1,0,R3
495,2,0,R3
497,1,0,R3
499,1,0,R3
500,1,1,R3
505,2,1,R3
508,3,1,R3
510,1,1,R3
513,2,1,R3
518,1,1,R3
519,1,1,R3
520,3,1,R3
525,1,1,R3
528,1,1,R3
532,2,1,R3
533,1,1,R3
535,1,1,R3
536,1,1,R3
540,1,1,R3
546,3,1,R3
547,1,1,R3
548,1,1,R3
549,1,1,R3
551,1,1,R3
555,1,1,R3
557,1,1,R3
559,1,1,R3
561,1,1,R3
562,1,1,R3
563,1,1,R3
565,1,1,R3
566,1,1,R3
567,1,1,R3
572,1,1,R3
573,2,1,R3
576,1,1,R3
578,2,1,R3
583,1,1,R3
586,1,1,R3
587,1,1,R3
589,1,1,R3
594,1,1,R3
596,1,1,R3
597,1,1,R3
599,1,1,R3
600,1,1,R3
602,1,1,R3
605,1,1,R3
609,1,1,R3
610,1,1,R3
617,1,1,R3
618,1,1,R3
620,1,1,R3
623,2,1,R3
628,2,1,R3
630,1,1,R3
633,1,1,R3
634,1,1,R3
638,1,1,R3
641,1,1,R3
643,3,1,R3
646,1,1,R3
648,3,1,R3
649,1,1,R3
650,1,1,R3
653,1,1,R3
655,1,1,R3
659,1,1,R3
661,1,1,R3
664,1,1,R3
669,1,1,R3
671,1,1,R3
674,1,1,R3
675,1,1,R3
680,1,1,R3
682,1,1,R3
684,1,1,R3
686,1,1,R3
694,1,1,R3
696,1,1,R3
699,1,1,R3
705,1,1,R3
708,1,1,R3
710,1,1,R3
711,2,1,R3
713,1,1,R3
714,2,1,R3
715,2,1,R3
716,1,1,R3
717,1,1,R3
724,1,1,R3
736,2,1,R3
737,1,1,R3
738,1,1,R3
740,1,1,R3
745,1,1,R3
748,1,1,R3
755,1,1,R3
756,1,1,R3
757,2,1,R3
758,1,1,R3
759,1,1,R3
761,1,1,R3
763,1,1,R3
764,1,1,R3
768,1,1,R3
769,1,1,R3
773,1,1,R3
775,2,1,R3
778,1,1,R3
779,1,1,R3
780,1,1,R3
781,1,1,R3
787,1,1,R3
790,1,1,R3
795,1,1,R3
796,1,1,R3
798,1,1,R3
799,1,1,R3
801,1,1,R3
803,1,1,R3
806,2,1,R3
807,2,1,R3
808,1,1,R3
809,1,1,R3
810,1,1,R3
812,1,1,R3
813,1,1,R3
823,1,1,R3
829,2,1,R3
830,1,1,R3
833,1,1,R3
835,2,1,R3
840,1,1,R3
841,1,1,R3
844,3,1,R3
845,1,1,R3
846,2,1,R3
850,1,1,R3
853,1,1,R3
856,1,1,R3
859,1,1,R3
860,2,1,R3
861,1,1,R3
862,1,1,R3
870,1,1,R3
880,1,1,R3
883,1,1,R3
885,1,1,R3
891,2,1,R3
892,1,1,R3
893,1,1,R3
895,1,1,R3
896,1,1,R3
903,1,1,R3
905,1,1,R3
910,1,1,R3
912,1,1,R3
913,1,1,R3
917,1,1,R3
920,1,1,R3
922,1,1,R3
930,1,1,R3
936,1,1,R3
938,1,1,R3
939,1,1,R3
941,1,1,R3
948,1,1,R3
950,1,1,R3
952,2,1,R3
953,1,1,R3
958,1,1,R3
959,1,1,R3
960,1,1,R3
962,1,1,R3
963,1,1,R3
964,1,1,R3
967,1,1,R3
974,1,1,R3
975,1,1,R3
978,1,1,R3
980,1,1,R3
987,1,1,R3
993,1,1,R3
995,1,1,R3
996,1,1,R3
997,1,1,R3
998,1,1,R3
999,1,1,R3
1003,2,2,R3
1005,2,2,R3
1006,1,2,R3
1008,2,2,R3
1017,1,2,R3
1020,2,2,R3
1021,1,2,R3
1026,2,2,R3
1030,1,2,R3
1032,1,2,R3
1035,2,2,R3
1036,1,2,R3
1038,1,2,R3
1039,1,2,R3
1045,1,2,R3
1047,1,2,R3
1051,1,2,R3
1055,1,2,R3
1057,1,2,R3
1066,1,2,R3
1073,1,2,R3
1075,2,2,R3
1078,1,2,R3
1083,2,2,R3
1086,1,2,R3
1094,1,2,R3
1098,2,2,R3
1102,1,2,R3
1105,1,2,R3
1107,2,2,R3
1113,1,2,R3
1115,1,2,R3
1118,1,2,R3
1119,2,2,R3
1120,1,2,R3
1124,1,2,R3
1126,1,2,R3
1134,1,2,R3
1135,1,2,R3
1136,1,2,R3
1137,1,2,R3
1142,2,2,R3
1145,1,2,R3
1149,1,2,R3
1150,1,2,R3
1158,1,2,R3
1162,1,2,R3
1167,1,2,R3
1171,1,2,R3
1174,1,2,R3
1178,2,2,R3
1180,2,2,R3
1182,1,2,R3
1183,1,2,R3
1184,1,2,R3
1187,1,2,R3
1195,1,2,R3
1201,1,2,R3
1205,1,2,R3
1207,1,2,R3
1212,1,2,R3
1214,1,2,R3
1215,1,2,R3
1217,1,2,R3
1223,1,2,R3
1226,1,2,R3
1229,1,2,R3
1230,1,2,R3
1231,1,2,R3
1232,2,2,R3
1236,1,2,R3
1239,1,2,R3
1244,1,2,R3
1246,2,2,R3
1250,1,2,R3
1252,1,2,R3
1255,1,2,R3
1259,1,2,R3
1260,1,2,R3
1262,2,2,R3
1267,1,2,R3
1271,1,2,R3
1272,1,2,R3
1278,1,2,R3
1280,2,2,R3
1281,1,2,R3
1283,2,2,R3
1284,1,2,R3
1287,1,2,R3
1289,1,2,R3
1290,1,2,R3
1292,1,2,R3
1300,1,2,R3
1301,3,2,R3
1304,1,2,R3
1305,1,2,R3
1312,1,2,R3
1315,1,2,R3
1316,1,2,R3
1318,1,2,R3
1319,2,2,R3
1320,3,2,R3
1324,1,2,R3
1326,1,2,R3
1330,1,2,R3
1332,1,2,R3
1334,1,2,R3
1335,2,2,R3
1337,1,2,R3
1338,2,2,R3
1339,1,2,R3
1340,1,2,R3
1341,2,2,R3
1342,1,2,R3
1346,1,2,R3
1349,1,2,R3
1351,1,2,R3
1352,1,2,R3
1353,1,2,R3
1358,1,2,R3
1360,1,2,R3
1361,1,2,R3
1366,1,2,R3
1370,1,2,R3
1372,1,2,R3
1379,1,2,R3
1381,1,2,R3
1384,1,2,R3
1385,1,2,R3
1390,2,2,R3
