table,sendTo,payload
R,0,6‖Pamela
R,0,8‖Eric
R,0,11‖Carmelia
R,0,13‖Lester
R,0,17‖David
R,0,19‖Jack
R,0,21‖Sean
R,0,21‖Donald
R,0,22‖Alma
R,0,27‖Norma
R,0,33‖Ardis
R,0,34‖Virginia
R,0,39‖Gavin
R,0,40‖Richard
R,0,40‖Jackeline
R,0,50‖Bradley
R,0,58‖Gordon
R,0,61‖Harry
R,0,65‖Terry
R,0,66‖Denise
R,0,68‖Maryann
R,0,69‖Anita
R,0,73‖Leroy
R,0,76‖Leon
R,0,80‖Gertrude
R,0,80‖Gloria
R,0,81‖Joseph
R,0,83‖Pablo
R,0,88‖Gina
R,0,90‖Judy
R,0,92‖Randy
R,0,93‖Marie
R,0,94‖Caroline
R,0,96‖Alicia
R,0,97‖Michael
R,0,98‖Joan
R,0,102‖Evelyn
R,0,102‖Luella
R,0,105‖Charles
R,0,105‖Kent
R,0,106‖Blake
R,0,107‖Antonio
R,0,108‖Doris
R,0,115‖Evelyn
R,0,117‖Barbara
R,0,119‖Samantha
R,0,129‖John
R,0,135‖Dwight
R,0,138‖Joyce
R,0,139‖Roy
R,0,140‖Claudia
R,0,141‖Edward
R,0,141‖Clarence
R,0,146‖Connie
R,0,149‖Douglas
R,0,151‖Douglas
R,0,154‖Lisa
R,0,157‖Mary
R,0,157‖John
R,0,158‖Wilma
R,0,161‖Madeline
R,0,164‖Russell
R,0,165‖Linda
R,0,168‖Aaron
R,0,169‖Lucy
R,0,169‖Betty
R,0,172‖Norma
R,0,175‖Troy
R,0,179‖John
R,0,180‖Aldo
R,0,183‖George
R,0,185‖John
R,0,186‖David
R,0,190‖Beth
R,0,191‖William
R,0,197‖David
R,0,198‖Janice
R,0,198‖Heather
R,0,199‖Dave
R,0,200‖Sandra
R,0,201‖Jimmy
R,0,204‖Walter
R,0,204‖Ernest
R,0,213‖Anna
R,0,214‖Deborah
R,0,221‖Janice
R,0,221‖David
R,0,222‖Amy
R,0,223‖Jennifer
R,0,223‖Ola
R,0,226‖David
R,0,227‖Joshua
R,0,231‖Agustina
R,0,232‖Wendy
R,0,240‖Vivian
R,0,241‖Eugene
R,0,241‖Teresa
R,0,243‖Kathleen
R,0,243‖Bobbie
R,0,245‖Misti
R,0,247‖Thomas
R,0,252‖Karen
R,0,255‖Margaret
R,0,260‖Kathleen
R,0,261‖Andrea
R,0,265‖Roxanne
R,0,265‖Christina
R,0,266‖Elnora
R,0,270‖Mary
R,0,273‖Rose
R,0,274‖Rita
R,0,274‖Elizabeth
R,0,276‖Irene
R,0,277‖James
R,0,281‖John
R,0,282‖Bill
R,0,283‖Linda
R,0,284‖Cheryl
R,0,285‖Margaret
R,0,294‖Andrew
R,0,301‖Jeffrey
R,0,304‖Yolanda
R,0,305‖Dustin
R,0,306‖Sharon
R,0,311‖Diana
R,0,313‖Pearl
