ID,payload,sendTo
10,Billy,S1
10,Billy,S2
16,Elijah,S1
16,Elijah,S3
16,Elijah,S4
21,Alvin,S3
30,Marguerite,S2
30,Marguerite,S3
30,Marguerite,S5
33,Colin,S1
33,Colin,S2
33,Colin,S4
43,William,S2
43,William,S5
69,Charles‖Steven,S2
69,Charles‖Steven,S3
69,Charles‖Steven,S4
90,Andrew,S2
90,Andrew,S3
90,Andrew,S4
100,Emmanuel,S0
102,Robert,S3
102,Robert,S5
165,William,S0
165,William,S2
165,William,S5
208,Daniela,S1
208,Daniela,S4
211,Lisa,S0
211,Lisa,S3
211,Lisa,S4
224,Donald,S0
224,Donald,S1
224,Donald,S5
228,Joe,S1
228,Joe,S4
230,Laura,S1
230,Laura,S2
230,Laura,S4
242,Delores,S1
242,Delores,S3
242,Delores,S4
246,David,S1
246,David,S4
246,David,S5
264,Patricia,S3
264,Patricia,S4
266,Adrienne,S0
266,Adrienne,S2
266,Adrienne,S3
282,Sarah,S1
282,Sarah,S3
282,Sarah,S4
284,Elizabeth,S3
284,Elizabeth,S5
289,John,S2
289,John,S5
293,John,S1
293,John,S2
306,Dan,S0
306,Dan,S1
306,Dan,S5
316,Joann,S0
316,Joann,S3
316,Joann,S4
330,Nicholas,S3
344,Sharon,S0
366,Margery,S3
366,Margery,S4
375,Paul,S0
375,Paul,S2
375,Paul,S5
393,Caroline,S0
393,Caroline,S1
393,Caroline,S4
416,Ronald,S3
416,Ronald,S4
416,Ronald,S5
418,Denise,S2
418,Denise,S5
452,Jess,S0
452,Jess,S3
456,Martha,S0
456,Martha,S1
456,Martha,S4
475,Gary‖Michael,S0
475,Gary‖Michael,S4
480,Thomas,S0
480,Thomas,S2
480,Thomas,S3
498,Lisa,S0
498,Lisa,S2
510,Beverly,S0
510,Beverly,S5
513,Christopher,S1
513,Christopher,S5
515,Ola,S5
525,Harold,S2
525,Harold,S4
525,Harold,S5
588,Lisa,S0
588,Lisa,S4
601,Christopher‖Percy,S2
601,Christopher‖Percy,S4
609,Jason,S2
609,Jason,S4
628,Michael,S4
628,Michael,S5
631,Raymond,S1
631,Raymond,S0
631,Raymond,S5
652,Ruben,S0
652,Ruben,S2
652,Ruben,S4
654,Jodi‖Nathan,S0
654,Jodi‖Nathan,S3
662,Patrick‖Darrin,S4
662,Patrick‖Darrin,S5
673,Robert,S1
673,Robert,S4
681,Patsy,S2
681,Patsy,S5
684,Lois,S1
684,Lois,S2
684,Lois,S3
691,Janet,S0
691,Janet,S3
695,Ryan,S5
709,Maria,S0
709,Maria,S2
750,Jimmy,S3
750,Jimmy,S4
750,Jimmy,S5
752,Terry,S1
752,Terry,S0
752,Terry,S5
763,Donald‖Leo,S3
763,Donald‖Leo,S5
793,David,S0
793,David,S5
803,Stuart,S1
803,Stuart,S4
803,Stuart,S5
806,Amber,S0
806,Amber,S2
806,Amber,S4
814,Jeffrey,S0
814,Jeffrey,S4
834,Robert,S0
834,Robert,S2
834,Robert,S4
835,George,S0
835,George,S2
862,William,S1
862,William,S0
862,William,S4
895,Gary,S5
916,James,S0
916,James,S2
916,James,S5
919,David,S1
919,David,S2
928,Robert,S1
946,Robert,S1
946,Robert,S2
946,Robert,S3
954,Maurice,S5
963,Frank,S0
963,Frank,S2
967,Judith,S4
1004,Maria‖John,S3
1004,Maria‖John,S5
1007,Henry,S0
1007,Henry,S5
1025,Gary,S0
