ID,count,sendTo,sentBy
1502,1,3,R0
1503,1,3,R0
1504,2,3,R0
1505,1,3,R0
1509,1,3,R0
1514,1,3,R0
1517,1,3,R0
1519,1,3,R0
1522,1,3,R0
1527,1,3,R0
1531,1,3,R0
1532,1,3,R0
1535,2,3,R0
1536,1,3,R0
1537,1,3,R0
1543,1,3,R0
1544,1,3,R0
1546,1,3,R0
1547,2,3,R0
1551,1,3,R0
1553,1,3,R0
1558,2,3,R0
1559,2,3,R0
1560,1,3,R0
1562,3,3,R0
1570,1,3,R0
1571,2,3,R0
1573,1,3,R0
1581,1,3,R0
1585,1,3,R0
1588,1,3,R0
1589,1,3,R0
1591,1,3,R0
1592,1,3,R0
1594,1,3,R0
1596,1,3,R0
1600,1,3,R0
1601,1,3,R0
1604,1,3,R0
1605,1,3,R0
1607,1,3,R0
1609,1,3,R0
1611,1,3,R0
1613,2,3,R0
1616,1,3,R0
1622,1,3,R0
1624,1,3,R0
1625,2,3,R0
1627,1,3,R0
1628,1,3,R0
1630,1,3,R0
1631,1,3,R0
1635,1,3,R0
1636,1,3,R0
1637,1,3,R0
1638,2,3,R0
1640,1,3,R0
1643,2,3,R0
1644,1,3,R0
1646,1,3,R0
1647,1,3,R0
1650,1,3,R0
1652,1,3,R0
1653,1,3,R0
1657,1,3,R0
1659,1,3,R0
1665,1,3,R0
1674,1,3,R0
1675,1,3,R0
1677,2,3,R0
1679,1,3,R0
1680,1,3,R0
1683,1,3,R0
1686,1,3,R0
1689,1,3,R0
1698,1,3,R0
1701,1,3,R0
1706,1,3,R0
1709,1,3,R0
1712,1,3,R0
1715,1,3,R0
1716,2,3,R0
1717,2,3,R0
1718,1,3,R0
1719,1,3,R0
1722,1,3,R0
1727,2,3,R0
1729,1,3,R0
1732,1,3,R0
1735,1,3,R0
1736,1,3,R0
1741,1,3,R0
1742,1,3,R0
1745,2,3,R0
1748,1,3,R0
1750,1,3,R0
1751,1,3,R0
1755,1,3,R0
1757,2,3,R0
1758,1,3,R0
1759,1,3,R0
1762,1,3,R0
1763,1,3,R0
1766,1,3,R0
1771,1,3,R0
1772,1,3,R0
1775,2,3,R0
1776,1,3,R0
1781,1,3,R0
1783,1,3,R0
1784,1,3,R0
1787,1,3,R0
1792,1,3,R0
1794,2,3,R0
1796,1,3,R0
1797,1,3,R0
1799,1,3,R0
1803,2,3,R0
1809,1,3,R0
1826,1,3,R0
1828,1,3,R0
1833,1,3,R0
1836,2,3,R0
1837,1,3,R0
1841,1,3,R0
1842,3,3,R0
1843,1,3,R0
1844,1,3,R0
1845,2,3,R0
1846,1,3,R0
1848,1,3,R0
1854,1,3,R0
1855,1,3,R0
1859,1,3,R0
1863,1,3,R0
1866,1,3,R0
1871,2,3,R0
1873,1,3,R0
1874,1,3,R0
1875,1,3,R0
1877,1,3,R0
1878,1,3,R0
1881,1,3,R0
1882,1,3,R0
1884,1,3,R0
1885,1,3,R0
1888,2,3,R0
1889,1,3,R0
1890,1,3,R0
1891,1,3,R0
1893,1,3,R0
1894,2,3,R0
1895,1,3,R0
1898,1,3,R0
1899,1,3,R0
1900,1,3,R0
1904,2,3,R0
1910,2,3,R0
1912,1,3,R0
1916,1,3,R0
1924,1,3,R0
1928,1,3,R0
1930,1,3,R0
1932,1,3,R0
1937,1,3,R0
1945,2,3,R0
1950,1,3,R0
1951,1,3,R0
1954,1,3,R0
1957,1,3,R0
1964,1,3,R0
1965,1,3,R0
1970,1,3,R0
1975,1,3,R0
1977,1,3,R0
1978,2,3,R0
1979,1,3,R0
1981,2,3,R0
1985,2,3,R0
1986,2,3,R0
1988,1,3,R0
1989,2,3,R0
1991,1,3,R0
1994,1,3,R0
1997,1,3,R0
1500,1,3,S0
1501,1,3,S0
1503,1,3,S0
1505,2,3,S0
1509,1,3,S0
1521,1,3,S0
1523,1,3,S0
1531,2,3,S0
1535,1,3,S0
1536,1,3,S0
1537,2,3,S0
1538,1,3,S0
1540,1,3,S0
1547,2,3,S0
1548,1,3,S0
1549,1,3,S0
1550,1,3,S0
1551,1,3,S0
1552,1,3,S0
1554,1,3,S0
1555,1,3,S0
1557,1,3,S0
1558,1,3,S0
1559,1,3,S0
1562,1,3,S0
1565,1,3,S0
1568,1,3,S0
1569,1,3,S0
1571,1,3,S0
1574,1,3,S0
1575,1,3,S0
1576,1,3,S0
1584,1,3,S0
1586,1,3,S0
1599,1,3,S0
1602,1,3,S0
1605,1,3,S0
1607,1,3,S0
1610,1,3,S0
1613,2,3,S0
1616,1,3,S0
1620,1,3,S0
1623,1,3,S0
1624,2,3,S0
1625,2,3,S0
1631,1,3,S0
1636,1,3,S0
1637,1,3,S0
1638,2,3,S0
1639,1,3,S0
1645,1,3,S0
1646,1,3,S0
1650,2,3,S0
1652,1,3,S0
1653,1,3,S0
1660,1,3,S0
1664,1,3,S0
1674,1,3,S0
1676,1,3,S0
1677,1,3,S0
1679,1,3,S0
1680,1,3,S0
1682,1,3,S0
1685,1,3,S0
1688,1,3,S0
1690,1,3,S0
1691,1,3,S0
1694,1,3,S0
1696,1,3,S0
1697,1,3,S0
1706,2,3,S0
1712,1,3,S0
1721,2,3,S0
1722,2,3,S0
1729,1,3,S0
1733,1,3,S0
1737,1,3,S0
1738,1,3,S0
1739,1,3,S0
1745,1,3,S0
1751,1,3,S0
1754,1,3,S0
1757,1,3,S0
1758,1,3,S0
1759,1,3,S0
1761,2,3,S0
1764,1,3,S0
1765,1,3,S0
1766,1,3,S0
1769,1,3,S0
1774,1,3,S0
1776,1,3,S0
1777,2,3,S0
1782,1,3,S0
1784,1,3,S0
1787,3,3,S0
1791,1,3,S0
1792,1,3,S0
