ID,count,nodeID
1000,1,R2
1001,1,R2
1002,1,R2
1004,1,R2
1006,1,R2
1011,1,R2
1013,2,R2
1015,1,R2
1018,1,R2
1022,1,R2
1028,1,R2
1033,1,R2
1035,1,R2
1037,1,R2
1042,2,R2
1043,1,R2
1046,1,R2
1052,1,R2
1054,1,R2
1056,1,R2
1061,1,R2
1066,2,R2
1067,1,R2
1071,1,R2
1072,1,R2
1073,1,R2
1075,1,R2
1079,2,R2
1081,1,R2
1083,2,R2
1084,2,R2
1086,1,R2
1095,2,R2
1096,1,R2
1101,1,R2
1103,2,R2
1105,1,R2
1107,1,R2
1111,2,R2
1114,2,R2
1118,1,R2
1120,1,R2
1121,1,R2
1123,1,R2
1125,1,R2
1126,1,R2
1128,1,R2
1130,1,R2
1147,1,R2
1148,1,R2
1149,1,R2
1153,1,R2
1154,1,R2
1155,1,R2
1163,1,R2
1166,1,R2
1167,2,R2
1171,3,R2
1173,1,R2
1175,1,R2
1178,1,R2
1179,1,R2
1180,1,R2
1181,1,R2
1182,1,R2
1184,1,R2
1186,1,R2
1188,1,R2
1190,1,R2
1192,1,R2
1194,1,R2
1197,1,R2
1204,1,R2
1205,1,R2
1208,1,R2
1215,1,R2
1217,2,R2
1219,3,R2
1221,1,R2
1223,2,R2
1224,1,R2
1232,2,R2
1233,1,R2
1236,1,R2
1237,1,R2
1250,1,R2
1252,1,R2
1256,1,R2
1257,1,R2
1258,1,R2
1260,2,R2
1261,2,R2
1262,1,R2
1263,1,R2
1267,2,R2
1269,2,R2
1271,1,R2
1272,1,R2
1279,1,R2
1280,1,R2
1285,1,R2
1288,1,R2
1294,1,R2
1297,1,R2
1298,1,R2
1307,1,R2
1312,1,R2
1314,1,R2
1315,1,R2
1318,1,R2
1320,1,R2
1321,1,R2
1323,1,R2
1327,1,R2
1329,1,R2
1331,1,R2
1335,1,R2
1337,1,R2
1341,1,R2
1343,1,R2
1344,1,R2
1351,1,R2
1352,1,R2
1357,1,R2
1358,1,R2
1360,1,R2
1361,1,R2
1362,2,R2
1367,2,R2
1368,1,R2
1370,1,R2
1371,1,R2
1372,1,R2
1374,1,R2
1375,2,R2
1379,1,R2
1380,1,R2
1384,1,R2
1385,2,R2
1387,1,R2
1388,2,R2
1389,1,R2
1390,1,R2
1393,1,R2
1394,1,R2
1395,2,R2
1408,2,R2
1410,1,R2
1414,1,R2
1416,1,R2
1417,1,R2
1418,1,R2
1422,1,R2
1423,1,R2
1426,1,R2
1428,1,R2
1429,1,R2
1432,1,R2
1434,1,R2
1441,1,R2
1444,1,R2
1445,2,R2
1446,1,R2
1458,1,R2
1460,1,R2
1465,1,R2
1466,1,R2
1467,1,R2
1471,1,R2
1472,1,R2
1476,1,R2
1479,2,R2
1484,1,R2
1486,2,R2
1489,1,R2
1493,1,R2
1496,1,R2
1497,1,R2
1001,1,S2
1002,2,S2
1003,1,S2
1008,1,S2
1011,1,S2
1013,1,S2
1020,1,S2
1024,2,S2
1025,1,S2
1028,1,S2
1030,1,S2
1032,1,S2
1033,1,S2
1034,1,S2
1040,3,S2
1043,1,S2
1046,1,S2
1049,1,S2
1052,1,S2
1054,1,S2
1058,2,S2
1065,1,S2
1070,1,S2
1074,1,S2
1075,1,S2
1076,1,S2
1077,1,S2
1078,2,S2
1081,1,S2
1084,1,S2
1087,1,S2
1089,1,S2
1100,1,S2
1101,1,S2
1107,1,S2
1113,1,S2
1117,3,S2
1118,1,S2
1119,1,S2
1120,1,S2
1121,1,S2
1124,1,S2
1126,2,S2
1129,1,S2
1130,1,S2
1136,1,S2
1141,1,S2
1143,2,S2
1144,1,S2
1145,1,S2
1147,1,S2
1153,1,S2
1156,1,S2
1158,1,S2
1163,2,S2
1165,1,S2
1166,1,S2
1169,1,S2
1170,1,S2
1171,1,S2
1174,1,S2
1177,2,S2
1179,1,S2
1180,1,S2
1189,2,S2
1195,1,S2
1196,1,S2
1201,1,S2
1202,1,S2
1204,2,S2
1207,1,S2
1210,1,S2
1211,1,S2
1214,1,S2
1215,1,S2
1217,1,S2
1227,1,S2
1231,1,S2
1233,1,S2
1235,2,S2
1236,1,S2
1237,1,S2
1242,1,S2
1244,1,S2
1245,1,S2
1247,1,S2
1249,1,S2
1250,1,S2
1258,1,S2
1262,1,S2
1265,1,S2
1267,2,S2
1268,1,S2
1269,2,S2
1270,1,S2
1271,1,S2
1274,1,S2
1275,2,S2
1277,1,S2
1278,2,S2
1279,1,S2
1282,1,S2
1287,1,S2
1290,1,S2
1291,1,S2
1296,1,S2
1298,1,S2
1305,1,S2
1311,1,S2
1315,1,S2
1319,1,S2
1323,1,S2
1327,1,S2
1330,1,S2
1335,2,S2
1336,1,S2
1337,1,S2
1341,1,S2
1342,1,S2
1343,1,S2
1345,1,S2
1347,1,S2
1351,2,S2
1352,1,S2
1354,1,S2
1358,1,S2
1359,1,S2
1368,2,S2
1373,2,S2
1374,1,S2
1375,1,S2
1378,1,S2
1380,1,S2
1382,1,S2
1384,1,S2
1385,1,S2
1389,1,S2
1391,1,S2
1392,1,S2
1396,1,S2
1399,1,S2
1404,1,S2
1405,1,S2
1406,1,S2
1409,1,S2
1418,1,S2
1419,1,S2
1420,1,S2
1422,1,S2
1429,1,S2
1443,1,S2
1450,1,S2
1451,2,S2
1452,1,S2
1457,1,S2
1458,1,S2
1460,1,S2
1463,1,S2
1464,1,S2
1467,1,S2
1468,1,S2
1481,1,S2
1482,2,S2
1485,1,S2
1486,1,S2
1487,1,S2
1489,1,S2
1491,1,S2
1492,1,S2
1498,1,S2
1002,1,R0
1003,1,R0
1009,1,R0
1012,1,R0
1013,1,R0
1014,1,R0
1027,1,R0
1030,1,R0
1031,3,R0
1032,1,R0
1033,1,R0
1034,1,R0
1036,1,R0
1038,1,R0
1039,1,R0
1040,1,R0
1043,1,R0
1046,1,R0
1048,1,R0
1054,1,R0
1055,2,R0
1063,1,R0
1064,1,R0
1076,1,R0
1078,1,R0
1079,1,R0
1080,1,R0
1083,1,R0
1086,1,R0
1088,1,R0
1089,2,R0
1091,1,R0
1093,1,R0
1094,1,R0
1101,1,R0
1110,1,R0
1111,1,R0
1112,1,R0
1113,1,R0
1118,1,R0
1121,1,R0
1123,1,R0
1124,1,R0
1125,1,R0
1129,1,R0
1130,1,R0
1131,1,R0
1133,1,R0
1138,1,R0
1141,1,R0
1143,2,R0
1145,2,R0
1147,1,R0
1153,1,R0
1154,1,R0
1156,1,R0
1158,1,R0
1162,2,R0
1168,1,R0
1170,1,R0
1182,1,R0
1188,1,R0
1192,1,R0
1195,2,R0
1196,1,R0
1204,2,R0
1211,2,R0
1218,1,R0
1223,1,R0
1224,1,R0
1225,1,R0
1228,1,R0
1229,1,R0
1231,1,R0
1234,1,R0
1235,1,R0
1237,1,R0
1241,2,R0
1244,1,R0
1245,1,R0
1249,1,R0
1250,2,R0
1251,2,R0
1257,1,R0
1258,1,R0
1263,1,R0
1271,1,R0
1273,1,R0
1274,1,R0
1275,1,R0
1277,1,R0
1279,1,R0
1280,1,R0
1286,1,R0
1288,2,R0
1300,1,R0
1304,1,R0
1309,1,R0
1313,1,R0
1315,1,R0
1316,1,R0
1317,1,R0
1320,1,R0
1327,1,R0
1333,1,R0
1337,1,R0
1340,1,R0
1341,1,R0
1342,1,R0
1345,1,R0
1347,2,R0
1348,1,R0
1355,1,R0
1359,1,R0
1368,1,R0
1370,1,R0
1371,1,R0
1373,1,R0
1379,1,R0
1386,1,R0
1392,1,R0
1394,1,R0
1395,1,R0
1397,1,R0
1398,1,R0
1402,1,R0
1404,1,R0
1405,2,R0
1406,1,R0
1414,1,R0
1417,1,R0
1419,1,R0
1428,1,R0
1435,1,R0
1436,1,R0
1439,1,R0
1442,1,R0
1443,1,R0
1447,1,R0
1450,2,R0
1454,1,R0
1460,1,R0
1461,2,R0
1463,1,R0
1464,1,R0
1466,1,R0
1467,1,R0
1470,2,R0
1472,1,R0
1475,1,R0
1482,2,R0
1485,2,R0
1486,1,R0
1494,1,R0
1497,1,R0
1000,1,S0
1006,1,S0
1008,2,S0
1009,1,S0
1011,1,S0
1012,1,S0
1015,1,S0
1021,1,S0
1023,1,S0
1028,1,S0
1031,1,S0
1033,1,S0
1034,1,S0
1037,1,S0
1038,1,S0
1040,1,S0
1042,1,S0
1043,1,S0
1048,2,S0
1049,1,S0
1052,1,S0
1054,1,S0
1055,1,S0
1056,1,S0
1062,1,S0
1066,1,S0
1071,1,S0
1079,1,S0
1081,1,S0
1082,2,S0
1093,1,S0
1094,1,S0
1095,1,S0
1100,1,S0
1102,1,S0
1103,1,S0
1104,1,S0
1108,1,S0
1109,1,S0
1110,1,S0
1112,3,S0
1114,1,S0
1116,1,S0
1120,3,S0
1121,1,S0
1132,1,S0
1134,1,S0
1142,1,S0
1147,1,S0
1148,2,S0
1152,1,S0
1156,1,S0
1158,1,S0
1159,1,S0
1160,1,S0
1161,1,S0
1162,1,S0
1166,1,S0
1167,1,S0
1175,1,S0
1176,1,S0
1178,1,S0
1179,2,S0
1184,1,S0
1188,2,S0
1191,1,S0
1193,1,S0
1195,1,S0
1196,1,S0
1199,1,S0
1200,1,S0
1203,1,S0
1205,1,S0
1206,1,S0
1207,1,S0
1214,1,S0
1215,2,S0
1223,1,S0
1227,1,S0
1230,1,S0
1231,1,S0
1234,1,S0
1236,1,S0
1241,1,S0
1242,1,S0
1255,1,S0
1256,1,S0
1259,1,S0
1261,1,S0
1262,1,S0
1266,2,S0
1270,1,S0
1273,1,S0
1277,1,S0
1279,3,S0
1283,1,S0
1286,1,S0
1288,1,S0
1292,1,S0
1293,1,S0
1296,1,S0
1298,1,S0
1300,2,S0
1302,1,S0
1303,1,S0
1305,1,S0
1308,1,S0
1311,1,S0
1313,1,S0
1315,1,S0
1320,2,S0
1323,1,S0
1327,1,S0
1334,1,S0
1336,1,S0
1337,2,S0
1343,1,S0
1344,2,S0
1358,1,S0
