ID,count,sendTo,sentBy
1000,1,2,R0
1001,1,2,R0
1002,1,2,R0
1007,1,2,R0
1009,1,2,R0
1013,1,2,R0
1014,1,2,R0
1017,1,2,R0
1018,1,2,R0
1019,1,2,R0
1021,1,2,R0
1024,1,2,R0
1025,1,2,R0
1026,1,2,R0
1028,1,2,R0
1030,1,2,R0
1031,1,2,R0
1034,2,2,R0
1035,1,2,R0
1042,1,2,R0
1043,2,2,R0
1045,1,2,R0
1049,1,2,R0
1051,1,2,R0
1052,1,2,R0
1053,1,2,R0
1055,2,2,R0
1058,1,2,R0
1060,1,2,R0
1064,1,2,R0
1067,2,2,R0
1070,1,2,R0
1072,1,2,R0
1073,1,2,R0
1077,1,2,R0
1078,1,2,R0
1080,1,2,R0
1084,2,2,R0
1086,1,2,R0
1087,1,2,R0
1097,1,2,R0
1106,1,2,R0
1110,1,2,R0
1114,1,2,R0
1115,1,2,R0
1116,1,2,R0
1117,1,2,R0
1118,1,2,R0
1119,2,2,R0
1122,1,2,R0
1127,1,2,R0
1128,1,2,R0
1129,2,2,R0
1132,1,2,R0
1139,2,2,R0
1140,1,2,R0
1146,2,2,R0
1147,1,2,R0
1150,1,2,R0
1153,1,2,R0
1155,1,2,R0
1156,1,2,R0
1157,1,2,R0
1158,1,2,R0
1159,1,2,R0
1161,1,2,R0
1165,1,2,R0
1171,1,2,R0
1174,1,2,R0
1178,1,2,R0
1180,1,2,R0
1182,1,2,R0
1183,2,2,R0
1184,1,2,R0
1187,2,2,R0
1188,1,2,R0
1189,1,2,R0
1191,1,2,R0
1193,2,2,R0
1197,1,2,R0
1200,1,2,R0
1202,2,2,R0
1204,1,2,R0
1207,1,2,R0
1208,1,2,R0
1209,1,2,R0
1212,2,2,R0
1220,2,2,R0
1222,1,2,R0
1224,1,2,R0
1234,1,2,R0
1235,1,2,R0
1236,1,2,R0
1238,1,2,R0
1241,1,2,R0
1243,1,2,R0
1246,1,2,R0
1248,1,2,R0
1250,1,2,R0
1253,1,2,R0
1254,1,2,R0
1256,1,2,R0
1257,1,2,R0
1258,1,2,R0
1262,1,2,R0
1266,1,2,R0
1271,1,2,R0
1272,1,2,R0
1273,1,2,R0
1278,1,2,R0
1279,2,2,R0
1280,1,2,R0
1282,1,2,R0
1286,2,2,R0
1289,1,2,R0
1295,1,2,R0
1297,1,2,R0
1306,1,2,R0
1318,1,2,R0
1323,1,2,R0
1324,1,2,R0
1325,1,2,R0
1332,1,2,R0
1333,2,2,R0
1336,1,2,R0
1338,1,2,R0
1342,1,2,R0
1343,1,2,R0
1348,1,2,R0
1349,2,2,R0
1350,1,2,R0
1351,1,2,R0
1360,1,2,R0
1363,1,2,R0
1367,1,2,R0
1369,2,2,R0
1370,1,2,R0
1375,1,2,R0
1380,1,2,R0
1381,1,2,R0
1382,1,2,R0
1383,1,2,R0
1386,1,2,R0
1390,1,2,R0
1391,1,2,R0
1392,1,2,R0
1394,1,2,R0
1395,1,2,R0
1398,1,2,R0
1407,2,2,R0
1410,2,2,R0
1413,1,2,R0
1416,1,2,R0
1419,1,2,R0
1420,1,2,R0
1422,2,2,R0
1426,1,2,R0
1427,1,2,R0
1429,1,2,R0
1431,2,2,R0
1434,2,2,R0
1436,1,2,R0
1440,1,2,R0
1442,2,2,R0
1444,1,2,R0
1461,1,2,R0
1462,2,2,R0
1464,1,2,R0
1465,1,2,R0
1467,1,2,R0
1471,1,2,R0
1481,1,2,R0
1483,1,2,R0
1484,3,2,R0
1494,2,2,R0
1499,1,2,R0
1001,2,2,S0
1003,1,2,S0
1005,1,2,S0
1007,1,2,S0
1009,1,2,S0
1018,2,2,S0
1019,1,2,S0
1020,1,2,S0
1024,1,2,S0
1025,1,2,S0
1026,1,2,S0
1028,1,2,S0
1031,1,2,S0
1032,1,2,S0
1036,1,2,S0
1038,1,2,S0
1041,1,2,S0
1043,1,2,S0
1049,1,2,S0
1050,1,2,S0
1052,1,2,S0
1056,1,2,S0
1058,1,2,S0
1061,2,2,S0
1066,1,2,S0
1069,1,2,S0
1077,1,2,S0
1079,1,2,S0
1081,1,2,S0
1083,1,2,S0
1084,1,2,S0
1085,1,2,S0
1088,1,2,S0
1090,1,2,S0
1097,1,2,S0
1099,1,2,S0
1100,1,2,S0
1109,1,2,S0
1115,1,2,S0
1117,1,2,S0
1123,1,2,S0
1124,1,2,S0
1128,1,2,S0
1129,1,2,S0
1130,1,2,S0
1134,1,2,S0
1135,1,2,S0
1136,1,2,S0
1138,1,2,S0
1139,1,2,S0
1140,1,2,S0
1142,1,2,S0
1143,1,2,S0
1144,1,2,S0
1145,1,2,S0
1146,1,2,S0
1151,1,2,S0
1154,1,2,S0
1155,1,2,S0
1156,1,2,S0
1158,1,2,S0
1171,1,2,S0
1172,1,2,S0
1173,1,2,S0
1179,1,2,S0
1180,1,2,S0
1181,1,2,S0
1183,2,2,S0
1184,1,2,S0
1187,2,2,S0
1189,1,2,S0
1192,1,2,S0
1197,1,2,S0
1200,1,2,S0
1203,2,2,S0
1210,1,2,S0
1211,1,2,S0
1212,1,2,S0
1213,2,2,S0
1220,2,2,S0
1221,1,2,S0
1224,1,2,S0
1227,1,2,S0
1228,1,2,S0
1229,1,2,S0
1230,1,2,S0
1234,1,2,S0
1237,1,2,S0
1238,1,2,S0
1241,1,2,S0
1246,1,2,S0
1248,1,2,S0
1252,1,2,S0
1253,2,2,S0
1256,1,2,S0
1257,1,2,S0
1259,1,2,S0
1271,1,2,S0
1275,1,2,S0
1280,1,2,S0
1282,1,2,S0
1285,1,2,S0
1288,1,2,S0
1291,1,2,S0
1293,2,2,S0
1294,1,2,S0
1297,1,2,S0
1300,1,2,S0
1301,1,2,S0
1308,1,2,S0
1310,1,2,S0
1311,1,2,S0
1316,1,2,S0
1317,2,2,S0
1318,1,2,S0
1319,1,2,S0
1323,1,2,S0
1325,2,2,S0
1329,1,2,S0
1333,1,2,S0
1334,1,2,S0
1335,1,2,S0
1336,1,2,S0
1338,2,2,S0
1341,1,2,S0
1345,2,2,S0
1346,1,2,S0
1349,1,2,S0
1351,1,2,S0
1353,1,2,S0
1362,1,2,S0
1363,1,2,S0
1366,2,2,S0
1368,1,2,S0
1374,1,2,S0
1376,1,2,S0
1378,1,2,S0
1379,1,2,S0
1384,1,2,S0
1389,1,2,S0
1390,1,2,S0
1392,1,2,S0
1395,1,2,S0
1399,1,2,S0
1401,1,2,S0
1404,1,2,S0
1407,1,2,S0
1408,1,2,S0
1409,1,2,S0
1412,1,2,S0
1418,1,2,S0
1422,1,2,S0
1423,1,2,S0
1425,1,2,S0
1427,3,2,S0
1428,1,2,S0
1430,1,2,S0
1433,1,2,S0
1436,1,2,S0
1439,1,2,S0
1443,1,2,S0
1444,1,2,S0
1446,1,2,S0
1447,1,2,S0
1449,1,2,S0
1454,1,2,S0
1455,2,2,S0
1456,1,2,S0
1457,1,2,S0
1460,1,2,S0
1461,2,2,S0
1463,1,2,S0
1465,1,2,S0
1469,1,2,S0
