table,sendTo,payload
R,0,1‖Woodrow
R,0,2‖Ellen
R,0,7‖Leroy
R,0,12‖Aldo
R,0,17‖Marla
R,0,18‖Mary
R,0,21‖Tara
R,0,22‖Lula
R,0,23‖Warren
R,0,24‖Patricia
R,0,27‖Timothy
R,0,29‖Matthew
R,0,32‖William
R,0,32‖Daniel
R,0,33‖Anthony
R,0,35‖Keith
R,0,36‖Gertrude
R,0,38‖Donald
R,0,42‖Orlando
R,0,44‖William
R,0,52‖Angel
R,0,53‖Joyce
R,0,54‖Lorie
R,0,55‖Susan
R,0,57‖Marion
R,0,58‖Jennifer
R,0,60‖Christopher
R,0,63‖Delia
R,0,64‖Dianne
R,0,64‖Daniel
R,0,66‖Joan
R,0,71‖Kelly
R,0,77‖Joseph
R,0,82‖Marian
R,0,85‖Lulu
R,0,92‖Olivia
R,0,93‖John
R,0,97‖Jaimie
R,0,102‖John
R,0,104‖Dana
R,0,110‖Bobbie
R,0,111‖John
R,0,113‖Robert
R,0,114‖Jeffrey
R,0,114‖Michael
R,0,122‖Victor
R,0,123‖David
R,0,126‖Joseph
R,0,128‖John
R,0,129‖Suzette
R,0,130‖Allen
R,0,130‖Gay
R,0,132‖Dale
R,0,133‖Clarence
R,0,137‖Chris
R,0,138‖Judith
R,0,150‖Maragret
R,0,151‖Randall
R,0,151‖Sarah
R,0,152‖Lorenza
R,0,153‖Jeffrey
R,0,153‖Daniel
R,0,157‖Christina
R,0,158‖Donald
R,0,159‖Edward
R,0,159‖Jonathan
R,0,161‖Cora
R,0,163‖John
R,0,165‖Carol
R,0,165‖Suzanne
R,0,166‖Jeffery
R,0,166‖Christopher
R,0,167‖Katherine
R,0,170‖Hannah
R,0,171‖Albert
R,0,172‖John
R,0,173‖Frederick
R,0,174‖Alesia
R,0,177‖Lynn
R,0,180‖Donna
R,0,188‖John
R,0,188‖Evelyn
R,0,190‖Leroy
R,0,193‖Jerry
R,0,194‖Laura
R,0,202‖Robert
R,0,205‖Patricia
