ID,sendTo,sentBy
17,S0,R2
17,S1,R2
17,S4,R2
46,S3,R2
54,S0,R2
54,S3,R2
92,S1,R2
92,S4,R2
93,S1,R2
93,S3,R2
113,S0,R2
113,S1,R2
120,S0,R2
120,S1,R2
123,S4,R2
123,S5,R2
128,S2,R2
128,S3,R2
137,S3,R2
173,S4,R2
173,S5,R2
177,S0,R2
190,S0,R2
190,S2,R2
225,S1,R2
225,S5,R2
237,S1,R2
237,S4,R2
244,S3,R2
244,S5,R2
271,S2,R2
282,S0,R2
282,S1,R2
299,S0,R2
299,S3,R2
303,S1,R2
307,S1,R2
332,S5,R2
346,S0,R2
346,S2,R2
346,S5,R2
370,S1,R2
373,S0,R2
377,S3,R2
377,S4,R2
378,S1,R2
378,S2,R2
379,S0,R2
379,S3,R2
382,S0,R2
386,S1,R2
386,S4,R2
398,S0,R2
398,S4,R2
400,S1,R2
400,S5,R2
437,S2,R2
448,S2,R2
448,S3,R2
456,S1,R2
457,S1,R2
457,S4,R2
457,S5,R2
468,S2,R2
468,S3,R2
486,S0,R2
486,S5,R2
500,S3,R2
500,S4,R2
503,S3,R2
503,S5,R2
522,S5,R2
564,S0,R2
576,S1,R2
576,S2,R2
590,S1,R2
602,S1,R2
602,S2,R2
612,S1,R2
619,S0,R2
651,S4,R2
651,S5,R2
671,S3,R2
671,S4,R2
701,S2,R2
701,S3,R2
705,S4,R2
705,S5,R2
708,S0,R2
708,S2,R2
732,S2,R2
732,S4,R2
738,S1,R2
738,S0,R2
743,S1,R2
743,S4,R2
757,S0,R2
757,S5,R2
758,S0,R2
758,S3,R2
758,S4,R2
763,S2,R2
766,S1,R2
766,S2,R2
766,S3,R2
780,S0,R2
780,S5,R2
800,S3,R2
800,S5,R2
809,S4,R2
809,S5,R2
820,S2,R2
820,S4,R2
823,S1,R2
823,S0,R2
823,S2,R2
830,S0,R2
830,S4,R2
842,S5,R2
848,S2,R2
861,S1,R2
861,S0,R2
861,S5,R2
862,S2,R2
862,S4,R2
865,S4,R2
865,S5,R2
901,S0,R2
901,S2,R2
917,S1,R2
917,S0,R2
917,S5,R2
924,S1,R2
924,S2,R2
924,S3,R2
930,S4,R2
930,S5,R2
975,S3,R2
975,S4,R2
981,S3,R2
981,S4,R2
987,S2,R2
995,S3,R2
995,S4,R2
995,S5,R2
1024,S0,R2
1024,S1,R2
1042,S2,R2
1042,S1,R2
1042,S3,R2
1048,S4,R2
1052,S0,R2
1052,S1,R2
1057,S3,R2
1066,S0,R2
1066,S1,R2
1072,S3,R2
1082,S1,R2
1082,S4,R2
1109,S2,R2
1109,S0,R2
