ID,payload,sendTo
0,Eric,S4
2,Timothy,S0
2,Timothy,S4
2,Timothy,S5
4,"Jennifer,Katie",S1
4,"Jennifer,Katie",S2
6,Karl,S0
6,Karl,S1
6,Karl,S5
9,Margaret,S3
11,Kimberly,S0
11,Kimberly,S2
11,Kimberly,S3
11,Kimberly,S4
12,"Brian,Glenn",S2
12,"Brian,Glenn",S4
12,"Brian,Glenn",S5
13,"Wendy,Jessica",S4
13,"Wendy,Jessica",S5
16,Margaret,S1
16,Margaret,S4
18,"Kevin,Larry",S1
18,"Kevin,Larry",S5
23,Catherine,S0
23,Catherine,S1
23,Catherine,S2
24,Sharon,S2
24,Sharon,S3
24,Sharon,S5
26,Timothy,S0
33,Marian,S2
33,Marian,S3
33,Marian,S4
35,Dan,S2
35,Dan,S3
35,Dan,S5
37,"Shara,James",S1
37,"Shara,James",S3
37,"Shara,James",S4
38,Clayton,S1
38,Clayton,S4
38,Clayton,S5
40,Charles,S0
40,Charles,S2
40,Charles,S3
40,Charles,S5
41,Arnold,S3
41,Arnold,S4
41,Arnold,S5
42,Tammy,S5
45,Robert,S1
45,Robert,S3
46,Andrew,S3
47,Zoila,S0
47,Zoila,S1
47,Zoila,S4
50,William,S0
50,William,S2
50,William,S3
50,William,S4
55,"David,Nicolasa",S0
55,"David,Nicolasa",S1
55,"David,Nicolasa",S4
55,"David,Nicolasa",S5
58,"Walter,Paul",S0
58,"Walter,Paul",S1
58,"Walter,Paul",S2
58,"Walter,Paul",S5
61,"Robert,Arturo",S0
61,"Robert,Arturo",S4
62,Valentine,S0
66,Carl,S1
66,Carl,S3
66,Carl,S5
67,"Lois,Sarah,Robert",S0
67,"Lois,Sarah,Robert",S1
67,"Lois,Sarah,Robert",S5
68,Deanne,S0
68,Deanne,S1
72,Daniel,S0
76,David,S0
76,David,S4
79,Jeanne,S0
80,Ashley,S0
80,Ashley,S1
80,Ashley,S2
81,Terry,S4
83,Daniel,S0
83,Daniel,S2
84,Isreal,S0
84,Isreal,S1
85,Nancy,S0
85,Nancy,S1
85,Nancy,S4
87,Marie,S5
88,"Sterling,Jeffrey",S2
88,"Sterling,Jeffrey",S4
88,"Sterling,Jeffrey",S5
89,"Julia,Kareem",S1
89,"Julia,Kareem",S3
89,"Julia,Kareem",S4
90,"William,Joseph",S0
90,"William,Joseph",S2
90,"William,Joseph",S4
93,Sonia,S1
93,Sonia,S3
103,Sylvia,S5
104,Dana,S2
104,Dana,S4
105,Earlene,S0
105,Earlene,S2
105,Earlene,S5
106,Lisa,S0
106,Lisa,S1
106,Lisa,S3
106,Lisa,S5
108,Gabriel,S2
108,Gabriel,S4
108,Gabriel,S5
116,Frances,S3
119,"Catherine,Lisa",S2
119,"Catherine,Lisa",S3
119,"Catherine,Lisa",S5
120,Clayton,S0
120,Clayton,S1
122,"Martha,Anna",S0
122,"Martha,Anna",S4
125,"Vera,Kerry",S0
125,"Vera,Kerry",S1
125,"Vera,Kerry",S5
132,Jana,S0
132,Jana,S2
132,Jana,S4
133,"Marvin,Zita",S1
133,"Marvin,Zita",S2
133,"Marvin,Zita",S4
145,Patricia,S0
150,Carrie,S3
150,Carrie,S5
151,Jennifer,S0
151,Jennifer,S1
151,Jennifer,S4
153,Lawrence,S0
153,Lawrence,S1
153,Lawrence,S3
153,Lawrence,S4
158,Jeremy,S0
158,Jeremy,S2
158,Jeremy,S3
158,Jeremy,S4
159,Donald,S1
159,Donald,S2
159,Donald,S4
169,Lisa,S1
169,Lisa,S2
169,Lisa,S3
181,Rita,S2
186,Anne,S0
186,Anne,S1
186,Anne,S3
186,Anne,S4
193,Gloria,S1
193,Gloria,S3
196,Cristi,S1
196,Cristi,S2
203,Lisa,S0
203,Lisa,S5
204,Emory,S0
204,Emory,S1
204,Emory,S4
207,Dana,S2
207,Dana,S5
209,Mark,S5
210,Ulysses,S5
213,Scott,S0
213,Scott,S3
