ID,count,sendTo,sentBy
1,1,0,R1
2,1,0,R1
7,1,0,R1
12,1,0,R1
17,1,0,R1
18,1,0,R1
21,1,0,R1
22,1,0,R1
23,1,0,R1
24,1,0,R1
27,1,0,R1
29,1,0,R1
32,2,0,R1
33,1,0,R1
35,1,0,R1
36,1,0,R1
38,1,0,R1
42,1,0,R1
44,1,0,R1
52,1,0,R1
53,1,0,R1
54,1,0,R1
55,1,0,R1
57,1,0,R1
58,1,0,R1
60,1,0,R1
63,1,0,R1
64,2,0,R1
66,1,0,R1
71,1,0,R1
77,1,0,R1
82,1,0,R1
85,1,0,R1
92,1,0,R1
93,1,0,R1
97,1,0,R1
102,1,0,R1
104,1,0,R1
110,1,0,R1
111,1,0,R1
113,1,0,R1
114,2,0,R1
122,1,0,R1
123,1,0,R1
126,1,0,R1
128,1,0,R1
129,1,0,R1
130,2,0,R1
132,1,0,R1
133,1,0,R1
137,1,0,R1
138,1,0,R1
150,1,0,R1
151,2,0,R1
152,1,0,R1
153,2,0,R1
157,1,0,R1
158,1,0,R1
159,2,0,R1
161,1,0,R1
163,1,0,R1
165,2,0,R1
166,2,0,R1
167,1,0,R1
170,1,0,R1
171,1,0,R1
172,1,0,R1
173,1,0,R1
174,1,0,R1
177,1,0,R1
180,1,0,R1
188,2,0,R1
190,1,0,R1
193,1,0,R1
194,1,0,R1
202,1,0,R1
205,1,0,R1
206,1,0,R1
207,1,0,R1
208,1,0,R1
210,1,0,R1
212,1,0,R1
219,1,0,R1
224,1,0,R1
225,1,0,R1
226,1,0,R1
227,1,0,R1
228,1,0,R1
229,1,0,R1
232,1,0,R1
234,1,0,R1
235,2,0,R1
236,1,0,R1
239,1,0,R1
249,1,0,R1
251,1,0,R1
256,1,0,R1
259,1,0,R1
268,1,0,R1
272,1,0,R1
273,2,0,R1
275,1,0,R1
277,2,0,R1
278,1,0,R1
281,1,0,R1
286,1,0,R1
290,1,0,R1
295,1,0,R1
296,3,0,R1
297,1,0,R1
298,1,0,R1
299,1,0,R1
306,2,0,R1
311,1,0,R1
313,1,0,R1
318,1,0,R1
319,1,0,R1
320,2,0,R1
323,2,0,R1
325,1,0,R1
326,1,0,R1
327,1,0,R1
329,1,0,R1
330,1,0,R1
340,1,0,R1
342,2,0,R1
346,1,0,R1
347,1,0,R1
351,1,0,R1
352,2,0,R1
353,1,0,R1
354,1,0,R1
355,1,0,R1
367,1,0,R1
372,1,0,R1
377,1,0,R1
381,1,0,R1
382,1,0,R1
384,1,0,R1
388,1,0,R1
390,1,0,R1
393,1,0,R1
396,2,0,R1
398,1,0,R1
399,2,0,R1
401,1,0,R1
407,1,0,R1
414,2,0,R1
416,1,0,R1
419,1,0,R1
424,1,0,R1
430,1,0,R1
431,1,0,R1
435,1,0,R1
438,2,0,R1
439,1,0,R1
440,1,0,R1
442,1,0,R1
444,1,0,R1
446,2,0,R1
447,1,0,R1
450,1,0,R1
452,1,0,R1
455,1,0,R1
457,1,0,R1
459,1,0,R1
460,1,0,R1
461,1,0,R1
467,1,0,R1
469,1,0,R1
470,1,0,R1
471,1,0,R1
472,1,0,R1
476,1,0,R1
482,1,0,R1
483,1,0,R1
488,1,0,R1
489,1,0,R1
490,2,0,R1
493,1,0,R1
495,1,0,R1
1002,1,2,R1
1005,2,2,R1
1008,1,2,R1
1010,1,2,R1
1011,1,2,R1
1012,1,2,R1
1016,1,2,R1
1018,1,2,R1
1030,1,2,R1
1031,1,2,R1
1036,1,2,R1
1037,1,2,R1
1040,2,2,R1
1041,1,2,R1
1042,1,2,R1
1043,1,2,R1
1045,1,2,R1
1046,2,2,R1
1049,1,2,R1
1050,1,2,R1
1052,1,2,R1
1056,1,2,R1
1059,2,2,R1
1062,1,2,R1
1064,1,2,R1
1068,1,2,R1
1069,1,2,R1
1074,1,2,R1
1076,2,2,R1
1079,1,2,R1
1081,1,2,R1
1087,2,2,R1
1089,1,2,R1
1090,1,2,R1
1096,1,2,R1
1099,1,2,R1
1100,2,2,R1
1101,1,2,R1
1106,1,2,R1
1109,1,2,R1
1111,1,2,R1
1112,1,2,R1
1113,1,2,R1
1116,1,2,R1
1118,1,2,R1
1121,1,2,R1
1123,1,2,R1
1125,1,2,R1
1126,1,2,R1
1135,1,2,R1
1137,1,2,R1
1138,1,2,R1
1139,1,2,R1
1140,1,2,R1
1141,1,2,R1
1143,1,2,R1
1145,1,2,R1
1146,1,2,R1
1150,2,2,R1
1151,1,2,R1
1155,1,2,R1
1157,1,2,R1
1160,1,2,R1
1165,1,2,R1
1166,1,2,R1
1169,1,2,R1
1171,1,2,R1
1172,1,2,R1
1175,1,2,R1
1176,1,2,R1
1179,1,2,R1
1181,1,2,R1
1185,1,2,R1
1187,1,2,R1
1190,1,2,R1
1191,1,2,R1
1196,1,2,R1
1197,1,2,R1
1198,1,2,R1
1199,1,2,R1
1203,2,2,R1
1205,1,2,R1
1213,1,2,R1
1215,1,2,R1
1216,1,2,R1
1218,1,2,R1
1219,2,2,R1
1225,1,2,R1
1231,1,2,R1
1240,1,2,R1
