ID,count,nodeID
2500,1,R5
2504,1,R5
2507,1,R5
2508,1,R5
2509,1,R5
2510,2,R5
2513,1,R5
2515,1,R5
2517,1,R5
2518,1,R5
2520,1,R5
2522,1,R5
2526,1,R5
2546,1,R5
2547,1,R5
2549,1,R5
2554,1,R5
2556,1,R5
2557,3,R5
2558,1,R5
2561,1,R5
2564,1,R5
2567,1,R5
2569,2,R5
2575,1,R5
2577,1,R5
2578,1,R5
2582,1,R5
2583,1,R5
2586,1,R5
2588,2,R5
2591,2,R5
2593,1,R5
2595,1,R5
2598,2,R5
2600,2,R5
2601,1,R5
2605,1,R5
2607,1,R5
2609,2,R5
2610,2,R5
2612,1,R5
2617,1,R5
2622,1,R5
2623,1,R5
2626,1,R5
2627,1,R5
2629,1,R5
2632,1,R5
2633,1,R5
2638,1,R5
2642,1,R5
2645,1,R5
2647,1,R5
2653,1,R5
2655,2,R5
2656,1,R5
2659,1,R5
2663,1,R5
2664,1,R5
2665,1,R5
2668,1,R5
2673,2,R5
2674,1,R5
2675,1,R5
2676,1,R5
2677,1,R5
2679,1,R5
2680,2,R5
2682,1,R5
2685,1,R5
2686,1,R5
2688,1,R5
2691,1,R5
2693,1,R5
2694,1,R5
2695,1,R5
2696,1,R5
2699,2,R5
2700,1,R5
2701,1,R5
2703,1,R5
2710,3,R5
2711,1,R5
2713,2,R5
2715,1,R5
2716,1,R5
2719,1,R5
2722,2,R5
2724,1,R5
2725,2,R5
2734,1,R5
2743,1,R5
2747,1,R5
2750,1,R5
2752,1,R5
2755,2,R5
2757,1,R5
2760,1,R5
2762,1,R5
2766,1,R5
2769,2,R5
2775,1,R5
2776,1,R5
2778,1,R5
2779,1,R5
2780,1,R5
2787,1,R5
2789,1,R5
2791,1,R5
2799,2,R5
2800,1,R5
2803,1,R5
2804,1,R5
2810,2,R5
2814,1,R5
2815,1,R5
2820,1,R5
2821,1,R5
2830,1,R5
2831,1,R5
2832,2,R5
2836,1,R5
2843,1,R5
2848,1,R5
2850,1,R5
2854,1,R5
2857,1,R5
2858,1,R5
2859,1,R5
2862,1,R5
2865,1,R5
2866,2,R5
2870,1,R5
2877,1,R5
2878,1,R5
2880,1,R5
2881,1,R5
2882,1,R5
2887,1,R5
2892,1,R5
2899,1,R5
2901,1,R5
2903,1,R5
2904,1,R5
2906,1,R5
2907,1,R5
2912,1,R5
2914,2,R5
2915,2,R5
2922,1,R5
2924,1,R5
2927,1,R5
2931,1,R5
2932,1,R5
2936,1,R5
2939,1,R5
2941,1,R5
2943,1,R5
