ID,payload,sendTo
0,George,S4
2,Alesha,S1
9,Thelma,S2
16,Katharina,S4
32,Kenneth,S2
36,Walter,S3
40,Marion,S9
51,Shirley,S9
56,Joseph,S1
86,Sabrina,S2
100,David,S1
117,Michael,S2
122,Ernest,S9
137,Heather,S0
142,Frederick,S7
156,Justin,S9
161,Luis,S8
166,Jason,S8
170,Catherine,S3
182,Tom,S7
190,Lillian,S5
193,Nicholas,S9
197,William,S6
215,Bertha,S0
235,Jeanne,S1
238,Dana,S8
266,Jonathan,S3
271,Julie,S3
286,Henry,S9
293,Iola,S2
298,Jacqueline,S4
300,Catherine,S2
324,James,S9
330,Mark,S2
342,Janis,S3
358,Sarah,S2
361,Jessica,S8
362,Donald,S1
370,Joseph,S6
373,James,S9
401,Lois,S2
402,George,S4
409,Steven,S6
439,Lisa,S6
457,Martha,S8
466,Anna,S2
469,Daniel,S4
473,Crystal,S2
476,Nancy,S3
497,Ivonne,S6
498,Betsy,S6
501,Lorene,S9
503,Robert,S6
506,Barbara,S7
518,Ona,S4
564,Judith,S3
573,Ann,S5
581,Elizabeth,S0
591,Kathy,S9
598,Shane,S2
606,Kathleen,S9
616,Freddy,S7
619,Cathleen,S5
634,James,S6
643,April,S0
644,Eleanor,S0
649,Angel,S4
653,Matthew,S6
654,Phillip,S4
665,Leon,S5
672,Rosalie,S4
685,Patricia,S8
706,Claude,S2
750,Jonathan,S7
772,Esther,S5
779,Dewayne,S6
787,Leah,S6
797,Monique,S8
820,Michael,S8
824,Adam,S5
828,Brian,S8
830,Kenneth,S3
838,Robert,S9
847,George,S2
850,Fern,S1
880,Erin,S2
893,Estelle,S7
909,Cheryl,S9
918,Robert,S6
924,Jamal,S0
929,Beverly,S5
931,Glen,S5
932,Amos,S9
941,Willie,S9
947,Edgar,S0
954,James,S5
956,Esther,S3
963,Gary,S7
969,Linda,S3
970,Martha,S1
972,Billy,S6
977,Cythia,S9
1001,Craig,S3
1002,Elaine,S7
1003,Michael,S0
1013,Emma,S0
1078,Theresa,S6
1102,Ashley,S6
1104,Pearl,S3
1105,Audrey,S8
1111,Shannon,S8
1115,Salvador,S1
1123,Nancy,S8
1143,Melanie,S0
1146,Dawn,S9
1147,June,S3
1149,Michael,S3
1150,Sherman,S7
1155,Jason,S5
1174,Robert,S3
1176,Maria,S8
1187,Kathryn,S4
1189,Charles,S5
1190,Robert,S3
1203,Jennifer,S8
1216,Mike,S2
1240,Gertrude,S9
1253,Valerie,S1
1277,John,S2
1278,Dianne,S7
1293,Anne,S5
